,SearchTerm,BusinessName,PotentialRelatedCompany,UBINumber,BusinessId,Address,Status,Principals,isMatch,notes
10,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"WHITE HAT ADVERTISING, LLC",603 077 952,1024749,,Administratively Dissolved,"['DAVID MOORE', 'DAVID YEEND']",,
11,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"TRES WEST ENGINEERS, INC.",600 215 991,492573,"2702 S 42ND ST STE 301, TACOMA, WA, 98409-7324, UNITED STATES",Active,"['DAVID MOORE', 'JENIFER MOORE', 'SEAN ROY']",,
12,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,TOP GUN PAINTING LLC,604 991 063,1610140,"3805 E BUCKEYE AVE, SPOKANE, WA, 99217-7102, UNITED STATES",Active,"['DAVID MOORE', 'JOHN MOSELEY']",,
13,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,THE ROTARY CLUB OF SNOQUALMIE VALLEY,601 489 902,1072845,"1096 SE 11TH ST, NORTH BEND, WA, 98045-5002, UNITED STATES",Active,"['CHARLES PRATT', 'DAVID MOORE', 'KARLA RUSSELL', 'SCOTT GREENBERG']",,
14,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"SUPER HAUL XPRESS, INC.",602 672 881,451358,"4317 NE 165TH AVE, VANCOUVER, WA, 98682-8746, UNITED STATES",Active,['DAVID MOORE'],,
15,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,SOUNDVIEW HEALTH ASSOCIATES PLLC,602 910 136,441078,"621 PACIFIC AVE STE 310, TACOMA, WA, 98402-4611, UNITED STATES",Active,"['DAVID MOORE', 'JILL NEALEY-MOORE']",,
16,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,SERVE AND EQUIP,603 403 197,966828,"916 LIBERTY ST, LYNDEN, WA, 98264-1860, UNITED STATES",Active,"['COURTNEY HICKS', 'DAVID ERICKSON', 'DAVID MOORE', 'JOEL RINEHART']",,
17,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"SARATOGA CAPITAL PARTNERS, LLC",602 584 697,982809,"601 UNION ST #4500, SEATTLE, WA, 98101, UNITED STATES",Administratively Dissolved,"['DAVID MOORE', 'DAVID OTTO', 'PETER CANGANY, JR']",,
18,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,SANGOMA US INC.,603 472 066,936606,"100 RENFREW DRIVE, SUITE 100, MARKHAM, ON, L3R9R6, CANADA",Active,"['DAVID MOORE', 'WILLIAM WIGNALL']",,
19,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"REMIX, LLC",602 817 984,944864,,Administratively Dissolved,['DAVID MOORE'],,
20,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,RED MOUNTAIN VITICULTURE B LLC,602 847 242,930034,"701 FIFTH AVENUE, SUITE 7100, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,"['DAVID MOORE', 'JEFF SMYTH', 'MICHAEL AMATO', 'MICHAEL TOWERS']",,
21,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"R.H. DONNELLEY PUBLISHING & ADVERTISING, INC.",601 658 813,951053,,Terminated,"['BRENT LAIL', 'BRUCE DISBROW', 'BUFF WALKER', 'CATHY CRUMP', 'DAVID MOORE', 'DEBRA RYAN', 'GEORGE BEDNARZ', 'GRETCHEN ZECH', 'JENNY APKER', 'JOHN MIESKE', 'MARK HIANIK', 'MICHAEL BOYCE', 'SEAN GREENE', 'STEPHEN GIBBONS', 'STEVEN BLONDY', 'SYLVESTER JOHNSON', 'TERRY HURLEY', 'TIM KING']",,
22,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,PAPA BEAR'S BBQ LLC,603 443 486,376561,"1005 207TH PL SE, BOTHELL, WA, 98012-7786, UNITED STATES",Administratively Dissolved,"['DAVID MOORE', 'KELLY MOORE']",,
23,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"OUR  ROCK, LLC",603 083 540,873062,"933 SE CEDAR FALLS WAY, NORTH BEND, WA, 98045, UNITED STATES",Active,"['DAVID MOORE', 'PATRICIA PYLANT']",,
24,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"ONE PART CODE, LLC",603 156 763,358728,"PO BOX 2912, REDMOND, WA, 98073, UNITED STATES",Administratively Dissolved,['DAVID MOORE'],,
25,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,MUD TOY 4X4 CLUB,603 541 735,860021,"462 CLEVELAND ST, PORT HADLOCK, WA, 98339, UNITED STATES",Administratively Dissolved,"['DAVID MOORE', 'ERIC HOLM', 'MARY HOLM', 'TYLER HOLM']",,
26,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,MOOREHEMPCO LLC,603 351 819,873997,"11020 PARK PLACE LN SE, OLYMPIA, WA, 98501-9416, UNITED STATES",Active,"['DAVID MOORE', 'RUTH MOORE']",,
27,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"MOORE RENTALS, LLC",604 517 666,1312762,"7444 S LAWRENCE ST, TACOMA, WA, 98409-3916, UNITED STATES",Active,"['BRIAN L GREEN', 'DAVID MOORE']",,
28,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,MOORE IRON & STEEL CORP.,602 751 432,336700,"201 W CHARLESTON, YALE, OK, 74085, UNITED STATES",Terminated,"['DAVID MOORE', 'MATTHEW MOORE', 'MIKE MCCULLOUGH', 'TERRY MINNEY']",,
29,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,MOORE AND MORE LLC,604 221 938,1182506,"58 E SUNSET WAY UNIT 206, ISSAQUAH, WA, 98027-3834, UNITED STATES",Administratively Dissolved,"['DAVID MOORE', 'DAVID MOORE']",,
30,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"MOORE AND ASSOCIATES OF WASHINGTON, LLC",602 136 239,327723,,Administratively Dissolved,"['DAVID MOORE', 'NICOLE MOORE']",,
31,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"MOORE & MOORE GENERAL CONTRACTORS, INC.",601 802 328,325786,,Terminated,"['DAVID MOORE', 'M MOORE', 'T MOORE JR']",,
32,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"MINE DEVELOPMENT SERVICES, LLC",603 054 139,334707,"308 W. 1ST AVE, SUITE 204, SPOKANE, WA, 99201, UNITED STATES",Administratively Dissolved,"[' CHAPMAN FAMILY TRUST', ' RUSSELL ASSOC ENG & TECH , LLC', ' RUSSELL FAMILY TRUST', 'AMY SWINHOE', 'DAVID MOORE', 'FRANCISCO FIMBRES', 'GENNADIY KATS', 'JAMES MOORE', 'KRISTI HARVIE', 'MARVIN RUSSELL', 'ROBERT DUMONT', 'ROBERT RUSSELL']",,
33,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,"LOGISTICS SOLUTIONS GROUP, INC.",602 682 562,817879,"BLDG 8B13 6TH & ""F"" ST, FORT LEWIS, WA, 98433, UNITED STATES",Terminated,"['DAVID MOORE', 'DONNA NAVARRO', 'RAMON NAVARRO']",,
