,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
819,2033,Hotel,>30-50K Buildings,D,2.22,50000,30000
820,2033,Hotel,>20-30K Buildings,E,2.22,50000,20000
821,2033,Hotel,<20k buildings,F,,20000,0
822,2033,K-12 School,>220K Buildings,A,0.69,1000000,220000
823,2033,K-12 School,>90-220K Buildings,B,0.69,220000,90000
824,2033,K-12 School,>50-90K Buildings,C,0.69,90000,50000
825,2033,K-12 School,>30-50K Buildings,D,0.98,50000,30000
826,2033,K-12 School,>20-30K Buildings,E,0.98,50000,20000
827,2033,K-12 School,<20k buildings,F,,20000,0
828,2033,Laboratory,>220K Buildings,A,4.79,1000000,220000
829,2033,Laboratory,>90-220K Buildings,B,4.79,220000,90000
830,2033,Laboratory,>50-90K Buildings,C,4.79,90000,50000
831,2033,Laboratory,>30-50K Buildings,D,6.78,50000,30000
832,2033,Laboratory,>20-30K Buildings,E,6.78,50000,20000
833,2033,Laboratory,<20k buildings,F,,20000,0
834,2033,Multifamily Housing,>220K Buildings,A,0.65,1000000,220000
835,2033,Multifamily Housing,>90-220K Buildings,B,0.65,220000,90000
836,2033,Multifamily Housing,>50-90K Buildings,C,0.65,90000,50000
837,2033,Multifamily Housing,>30-50K Buildings,D,,50000,30000
838,2033,Multifamily Housing,>20-30K Buildings,E,,50000,20000
839,2033,Multifamily Housing,<20k buildings,F,,20000,0
840,2033,Non-Refrigerated Warehouse,>220K Buildings,A,0.46,1000000,220000
841,2033,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.46,220000,90000
842,2033,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.46,90000,50000
843,2033,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.65,50000,30000
844,2033,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.65,50000,20000
845,2033,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
846,2033,Office,>220K Buildings,A,0.44,1000000,220000
847,2033,Office,>90-220K Buildings,B,0.44,220000,90000
848,2033,Office,>50-90K Buildings,C,0.44,90000,50000
849,2033,Office,>30-50K Buildings,D,0.63,50000,30000
850,2033,Office,>20-30K Buildings,E,0.63,50000,20000
851,2033,Office,<20k buildings,F,,20000,0
852,2033,Other,>220K Buildings,A,1.51,1000000,220000
853,2033,Other,>90-220K Buildings,B,1.51,220000,90000
854,2033,Other,>50-90K Buildings,C,1.51,90000,50000
855,2033,Other,>30-50K Buildings,D,2.13,50000,30000
856,2033,Other,>20-30K Buildings,E,2.13,50000,20000
857,2033,Other,<20k buildings,F,,20000,0
858,2033,Recreation,>220K Buildings,A,2.29,1000000,220000
859,2033,Recreation,>90-220K Buildings,B,2.29,220000,90000
860,2033,Recreation,>50-90K Buildings,C,2.29,90000,50000
861,2033,Recreation,>30-50K Buildings,D,3.25,50000,30000
862,2033,Recreation,>20-30K Buildings,E,3.25,50000,20000
863,2033,Recreation,<20k buildings,F,,20000,0
864,2033,Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
865,2033,Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
866,2033,Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
867,2033,Refrigerated Warehouse,>30-50K Buildings,D,0.38,50000,30000
868,2033,Refrigerated Warehouse,>20-30K Buildings,E,0.38,50000,20000
869,2033,Refrigerated Warehouse,<20k buildings,F,,20000,0
870,2033,Residence Hall/Dormitory,>220K Buildings,A,0.84,1000000,220000
871,2033,Residence Hall/Dormitory,>90-220K Buildings,B,0.84,220000,90000
872,2033,Residence Hall/Dormitory,>50-90K Buildings,C,0.84,90000,50000
873,2033,Residence Hall/Dormitory,>30-50K Buildings,D,1.18,50000,30000
874,2033,Residence Hall/Dormitory,>20-30K Buildings,E,1.18,50000,20000
875,2033,Residence Hall/Dormitory,<20k buildings,F,,20000,0
876,2033,Restaurant,>220K Buildings,A,4.13,1000000,220000
877,2033,Restaurant,>90-220K Buildings,B,4.13,220000,90000
878,2033,Restaurant,>50-90K Buildings,C,4.13,90000,50000
879,2033,Restaurant,>30-50K Buildings,D,5.85,50000,30000
880,2033,Restaurant,>20-30K Buildings,E,5.85,50000,20000
881,2033,Restaurant,<20k buildings,F,,20000,0
882,2033,Retail Store,>220K Buildings,A,0.64,1000000,220000
883,2033,Retail Store,>90-220K Buildings,B,0.64,220000,90000
884,2033,Retail Store,>50-90K Buildings,C,0.64,90000,50000
885,2033,Retail Store,>30-50K Buildings,D,0.91,50000,30000
886,2033,Retail Store,>20-30K Buildings,E,0.91,50000,20000
887,2033,Retail Store,<20k buildings,F,,20000,0
888,2033,Self-Storage Facility,>220K Buildings,A,0.17,1000000,220000
889,2033,Self-Storage Facility,>90-220K Buildings,B,0.17,220000,90000
890,2033,Self-Storage Facility,>50-90K Buildings,C,0.17,90000,50000
891,2033,Self-Storage Facility,>30-50K Buildings,D,0.25,50000,30000
892,2033,Self-Storage Facility,>20-30K Buildings,E,0.25,50000,20000
893,2033,Self-Storage Facility,<20k buildings,F,,20000,0
894,2033,Senior Living Community,>220K Buildings,A,1.5,1000000,220000
895,2033,Senior Living Community,>90-220K Buildings,B,1.5,220000,90000
896,2033,Senior Living Community,>50-90K Buildings,C,1.5,90000,50000
897,2033,Senior Living Community,>30-50K Buildings,D,2.12,50000,30000
898,2033,Senior Living Community,>20-30K Buildings,E,2.12,50000,20000
899,2033,Senior Living Community,<20k buildings,F,,20000,0
900,2033,Services,>220K Buildings,A,1.03,1000000,220000
901,2033,Services,>90-220K Buildings,B,1.03,220000,90000
902,2033,Services,>50-90K Buildings,C,1.03,90000,50000
903,2033,Services,>30-50K Buildings,D,1.46,50000,30000
904,2033,Services,>20-30K Buildings,E,1.46,50000,20000
905,2033,Services,<20k buildings,F,,20000,0
906,2033,Supermarket/Grocery Store,>220K Buildings,A,2.5,1000000,220000
907,2033,Supermarket/Grocery Store,>90-220K Buildings,B,2.5,220000,90000
908,2033,Supermarket/Grocery Store,>50-90K Buildings,C,2.5,90000,50000
909,2033,Supermarket/Grocery Store,>30-50K Buildings,D,3.54,50000,30000
910,2033,Supermarket/Grocery Store,>20-30K Buildings,E,3.54,50000,20000
911,2033,Supermarket/Grocery Store,<20k buildings,F,,20000,0
912,2033,Worship Facility,>220K Buildings,A,0.84,1000000,220000
913,2033,Worship Facility,>90-220K Buildings,B,0.84,220000,90000
914,2033,Worship Facility,>50-90K Buildings,C,0.84,90000,50000
915,2033,Worship Facility,>30-50K Buildings,D,1.19,50000,30000
916,2033,Worship Facility,>20-30K Buildings,E,1.19,50000,20000
917,2033,Worship Facility,<20k buildings,F,,20000,0
918,2033,nan,>220K Buildings,A,,1000000,220000
919,2033,nan,>90-220K Buildings,B,,220000,90000
920,2033,nan,>50-90K Buildings,C,,90000,50000
921,2033,nan,>30-50K Buildings,D,,50000,30000
922,2033,nan,>20-30K Buildings,E,,50000,20000
923,2033,nan,<20k buildings,F,,20000,0
924,2034,College/University,>220K Buildings,A,2.0,1000000,220000
925,2034,College/University,>90-220K Buildings,B,2.0,220000,90000
926,2034,College/University,>50-90K Buildings,C,2.0,90000,50000
927,2034,College/University,>30-50K Buildings,D,2.0,50000,30000
928,2034,College/University,>20-30K Buildings,E,2.83,50000,20000
929,2034,College/University,<20k buildings,F,,20000,0
930,2034,Entertainment/Public Assembly,>220K Buildings,A,0.89,1000000,220000
931,2034,Entertainment/Public Assembly,>90-220K Buildings,B,0.89,220000,90000
932,2034,Entertainment/Public Assembly,>50-90K Buildings,C,0.89,90000,50000
933,2034,Entertainment/Public Assembly,>30-50K Buildings,D,0.89,50000,30000
934,2034,Entertainment/Public Assembly,>20-30K Buildings,E,1.25,50000,20000
935,2034,Entertainment/Public Assembly,<20k buildings,F,,20000,0
936,2034,Fire/Police Station,>220K Buildings,A,1.72,1000000,220000
937,2034,Fire/Police Station,>90-220K Buildings,B,1.72,220000,90000
938,2034,Fire/Police Station,>50-90K Buildings,C,1.72,90000,50000
939,2034,Fire/Police Station,>30-50K Buildings,D,1.72,50000,30000
940,2034,Fire/Police Station,>20-30K Buildings,E,2.44,50000,20000
941,2034,Fire/Police Station,<20k buildings,F,,20000,0
942,2034,Hospital,>220K Buildings,A,3.62,1000000,220000
943,2034,Hospital,>90-220K Buildings,B,3.62,220000,90000
944,2034,Hospital,>50-90K Buildings,C,3.62,90000,50000
945,2034,Hospital,>30-50K Buildings,D,3.62,50000,30000
946,2034,Hospital,>20-30K Buildings,E,5.12,50000,20000
947,2034,Hospital,<20k buildings,F,,20000,0
948,2034,Hotel,>220K Buildings,A,1.57,1000000,220000
949,2034,Hotel,>90-220K Buildings,B,1.57,220000,90000
950,2034,Hotel,>50-90K Buildings,C,1.57,90000,50000
951,2034,Hotel,>30-50K Buildings,D,1.57,50000,30000
952,2034,Hotel,>20-30K Buildings,E,2.22,50000,20000
953,2034,Hotel,<20k buildings,F,,20000,0
954,2034,K-12 School,>220K Buildings,A,0.69,1000000,220000
955,2034,K-12 School,>90-220K Buildings,B,0.69,220000,90000
956,2034,K-12 School,>50-90K Buildings,C,0.69,90000,50000
957,2034,K-12 School,>30-50K Buildings,D,0.69,50000,30000
958,2034,K-12 School,>20-30K Buildings,E,0.98,50000,20000
959,2034,K-12 School,<20k buildings,F,,20000,0
960,2034,Laboratory,>220K Buildings,A,4.79,1000000,220000
961,2034,Laboratory,>90-220K Buildings,B,4.79,220000,90000
962,2034,Laboratory,>50-90K Buildings,C,4.79,90000,50000
963,2034,Laboratory,>30-50K Buildings,D,4.79,50000,30000
964,2034,Laboratory,>20-30K Buildings,E,6.78,50000,20000
965,2034,Laboratory,<20k buildings,F,,20000,0
966,2034,Multifamily Housing,>220K Buildings,A,0.65,1000000,220000
967,2034,Multifamily Housing,>90-220K Buildings,B,0.65,220000,90000
968,2034,Multifamily Housing,>50-90K Buildings,C,0.65,90000,50000
969,2034,Multifamily Housing,>30-50K Buildings,D,0.65,50000,30000
970,2034,Multifamily Housing,>20-30K Buildings,E,,50000,20000
971,2034,Multifamily Housing,<20k buildings,F,,20000,0
972,2034,Non-Refrigerated Warehouse,>220K Buildings,A,0.46,1000000,220000
973,2034,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.46,220000,90000
974,2034,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.46,90000,50000
975,2034,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.46,50000,30000
976,2034,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.65,50000,20000
977,2034,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
978,2034,Office,>220K Buildings,A,0.44,1000000,220000
979,2034,Office,>90-220K Buildings,B,0.44,220000,90000
980,2034,Office,>50-90K Buildings,C,0.44,90000,50000
981,2034,Office,>30-50K Buildings,D,0.44,50000,30000
982,2034,Office,>20-30K Buildings,E,0.63,50000,20000
983,2034,Office,<20k buildings,F,,20000,0
984,2034,Other,>220K Buildings,A,1.51,1000000,220000
985,2034,Other,>90-220K Buildings,B,1.51,220000,90000
986,2034,Other,>50-90K Buildings,C,1.51,90000,50000
987,2034,Other,>30-50K Buildings,D,1.51,50000,30000
988,2034,Other,>20-30K Buildings,E,2.13,50000,20000
989,2034,Other,<20k buildings,F,,20000,0
990,2034,Recreation,>220K Buildings,A,2.29,1000000,220000
991,2034,Recreation,>90-220K Buildings,B,2.29,220000,90000
992,2034,Recreation,>50-90K Buildings,C,2.29,90000,50000
993,2034,Recreation,>30-50K Buildings,D,2.29,50000,30000
994,2034,Recreation,>20-30K Buildings,E,3.25,50000,20000
995,2034,Recreation,<20k buildings,F,,20000,0
996,2034,Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
997,2034,Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
998,2034,Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
999,2034,Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
1000,2034,Refrigerated Warehouse,>20-30K Buildings,E,0.38,50000,20000
1001,2034,Refrigerated Warehouse,<20k buildings,F,,20000,0
1002,2034,Residence Hall/Dormitory,>220K Buildings,A,0.84,1000000,220000
1003,2034,Residence Hall/Dormitory,>90-220K Buildings,B,0.84,220000,90000
1004,2034,Residence Hall/Dormitory,>50-90K Buildings,C,0.84,90000,50000
1005,2034,Residence Hall/Dormitory,>30-50K Buildings,D,0.84,50000,30000
1006,2034,Residence Hall/Dormitory,>20-30K Buildings,E,1.18,50000,20000
1007,2034,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1008,2034,Restaurant,>220K Buildings,A,4.13,1000000,220000
1009,2034,Restaurant,>90-220K Buildings,B,4.13,220000,90000
1010,2034,Restaurant,>50-90K Buildings,C,4.13,90000,50000
1011,2034,Restaurant,>30-50K Buildings,D,4.13,50000,30000
1012,2034,Restaurant,>20-30K Buildings,E,5.85,50000,20000
1013,2034,Restaurant,<20k buildings,F,,20000,0
1014,2034,Retail Store,>220K Buildings,A,0.64,1000000,220000
1015,2034,Retail Store,>90-220K Buildings,B,0.64,220000,90000
1016,2034,Retail Store,>50-90K Buildings,C,0.64,90000,50000
1017,2034,Retail Store,>30-50K Buildings,D,0.64,50000,30000
1018,2034,Retail Store,>20-30K Buildings,E,0.91,50000,20000
1019,2034,Retail Store,<20k buildings,F,,20000,0
1020,2034,Self-Storage Facility,>220K Buildings,A,0.17,1000000,220000
1021,2034,Self-Storage Facility,>90-220K Buildings,B,0.17,220000,90000
1022,2034,Self-Storage Facility,>50-90K Buildings,C,0.17,90000,50000
1023,2034,Self-Storage Facility,>30-50K Buildings,D,0.17,50000,30000
1024,2034,Self-Storage Facility,>20-30K Buildings,E,0.25,50000,20000
1025,2034,Self-Storage Facility,<20k buildings,F,,20000,0
1026,2034,Senior Living Community,>220K Buildings,A,1.5,1000000,220000
1027,2034,Senior Living Community,>90-220K Buildings,B,1.5,220000,90000
1028,2034,Senior Living Community,>50-90K Buildings,C,1.5,90000,50000
1029,2034,Senior Living Community,>30-50K Buildings,D,1.5,50000,30000
1030,2034,Senior Living Community,>20-30K Buildings,E,2.12,50000,20000
1031,2034,Senior Living Community,<20k buildings,F,,20000,0
1032,2034,Services,>220K Buildings,A,1.03,1000000,220000
1033,2034,Services,>90-220K Buildings,B,1.03,220000,90000
1034,2034,Services,>50-90K Buildings,C,1.03,90000,50000
1035,2034,Services,>30-50K Buildings,D,1.03,50000,30000
1036,2034,Services,>20-30K Buildings,E,1.46,50000,20000
1037,2034,Services,<20k buildings,F,,20000,0
1038,2034,Supermarket/Grocery Store,>220K Buildings,A,2.5,1000000,220000
1039,2034,Supermarket/Grocery Store,>90-220K Buildings,B,2.5,220000,90000
1040,2034,Supermarket/Grocery Store,>50-90K Buildings,C,2.5,90000,50000
1041,2034,Supermarket/Grocery Store,>30-50K Buildings,D,2.5,50000,30000
1042,2034,Supermarket/Grocery Store,>20-30K Buildings,E,3.54,50000,20000
1043,2034,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1044,2034,Worship Facility,>220K Buildings,A,0.84,1000000,220000
1045,2034,Worship Facility,>90-220K Buildings,B,0.84,220000,90000
1046,2034,Worship Facility,>50-90K Buildings,C,0.84,90000,50000
1047,2034,Worship Facility,>30-50K Buildings,D,0.84,50000,30000
1048,2034,Worship Facility,>20-30K Buildings,E,1.19,50000,20000
1049,2034,Worship Facility,<20k buildings,F,,20000,0
1050,2034,nan,>220K Buildings,A,,1000000,220000
1051,2034,nan,>90-220K Buildings,B,,220000,90000
1052,2034,nan,>50-90K Buildings,C,,90000,50000
1053,2034,nan,>30-50K Buildings,D,,50000,30000
1054,2034,nan,>20-30K Buildings,E,,50000,20000
1055,2034,nan,<20k buildings,F,,20000,0
1056,2035,College/University,>220K Buildings,A,2.0,1000000,220000
1057,2035,College/University,>90-220K Buildings,B,2.0,220000,90000
1058,2035,College/University,>50-90K Buildings,C,2.0,90000,50000
1059,2035,College/University,>30-50K Buildings,D,2.0,50000,30000
1060,2035,College/University,>20-30K Buildings,E,2.0,50000,20000
1061,2035,College/University,<20k buildings,F,,20000,0
1062,2035,Entertainment/Public Assembly,>220K Buildings,A,0.89,1000000,220000
1063,2035,Entertainment/Public Assembly,>90-220K Buildings,B,0.89,220000,90000
1064,2035,Entertainment/Public Assembly,>50-90K Buildings,C,0.89,90000,50000
1065,2035,Entertainment/Public Assembly,>30-50K Buildings,D,0.89,50000,30000
1066,2035,Entertainment/Public Assembly,>20-30K Buildings,E,0.89,50000,20000
1067,2035,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1068,2035,Fire/Police Station,>220K Buildings,A,1.72,1000000,220000
1069,2035,Fire/Police Station,>90-220K Buildings,B,1.72,220000,90000
1070,2035,Fire/Police Station,>50-90K Buildings,C,1.72,90000,50000
1071,2035,Fire/Police Station,>30-50K Buildings,D,1.72,50000,30000
1072,2035,Fire/Police Station,>20-30K Buildings,E,1.72,50000,20000
1073,2035,Fire/Police Station,<20k buildings,F,,20000,0
1074,2035,Hospital,>220K Buildings,A,3.62,1000000,220000
1075,2035,Hospital,>90-220K Buildings,B,3.62,220000,90000
1076,2035,Hospital,>50-90K Buildings,C,3.62,90000,50000
1077,2035,Hospital,>30-50K Buildings,D,3.62,50000,30000
1078,2035,Hospital,>20-30K Buildings,E,3.62,50000,20000
1079,2035,Hospital,<20k buildings,F,,20000,0
1080,2035,Hotel,>220K Buildings,A,1.57,1000000,220000
1081,2035,Hotel,>90-220K Buildings,B,1.57,220000,90000
1082,2035,Hotel,>50-90K Buildings,C,1.57,90000,50000
1083,2035,Hotel,>30-50K Buildings,D,1.57,50000,30000
1084,2035,Hotel,>20-30K Buildings,E,1.57,50000,20000
1085,2035,Hotel,<20k buildings,F,,20000,0
1086,2035,K-12 School,>220K Buildings,A,0.69,1000000,220000
1087,2035,K-12 School,>90-220K Buildings,B,0.69,220000,90000
1088,2035,K-12 School,>50-90K Buildings,C,0.69,90000,50000
1089,2035,K-12 School,>30-50K Buildings,D,0.69,50000,30000
1090,2035,K-12 School,>20-30K Buildings,E,0.69,50000,20000
1091,2035,K-12 School,<20k buildings,F,,20000,0
1092,2035,Laboratory,>220K Buildings,A,4.79,1000000,220000
1093,2035,Laboratory,>90-220K Buildings,B,4.79,220000,90000
1094,2035,Laboratory,>50-90K Buildings,C,4.79,90000,50000
1095,2035,Laboratory,>30-50K Buildings,D,4.79,50000,30000
1096,2035,Laboratory,>20-30K Buildings,E,4.79,50000,20000
1097,2035,Laboratory,<20k buildings,F,,20000,0
1098,2035,Multifamily Housing,>220K Buildings,A,0.65,1000000,220000
1099,2035,Multifamily Housing,>90-220K Buildings,B,0.65,220000,90000
1100,2035,Multifamily Housing,>50-90K Buildings,C,0.65,90000,50000
1101,2035,Multifamily Housing,>30-50K Buildings,D,0.65,50000,30000
1102,2035,Multifamily Housing,>20-30K Buildings,E,0.65,50000,20000
1103,2035,Multifamily Housing,<20k buildings,F,,20000,0
1104,2035,Non-Refrigerated Warehouse,>220K Buildings,A,0.46,1000000,220000
1105,2035,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.46,220000,90000
1106,2035,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.46,90000,50000
1107,2035,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.46,50000,30000
1108,2035,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.46,50000,20000
1109,2035,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1110,2035,Office,>220K Buildings,A,0.44,1000000,220000
1111,2035,Office,>90-220K Buildings,B,0.44,220000,90000
1112,2035,Office,>50-90K Buildings,C,0.44,90000,50000
1113,2035,Office,>30-50K Buildings,D,0.44,50000,30000
1114,2035,Office,>20-30K Buildings,E,0.44,50000,20000
1115,2035,Office,<20k buildings,F,,20000,0
1116,2035,Other,>220K Buildings,A,1.51,1000000,220000
1117,2035,Other,>90-220K Buildings,B,1.51,220000,90000
1118,2035,Other,>50-90K Buildings,C,1.51,90000,50000
1119,2035,Other,>30-50K Buildings,D,1.51,50000,30000
1120,2035,Other,>20-30K Buildings,E,1.51,50000,20000
1121,2035,Other,<20k buildings,F,,20000,0
1122,2035,Recreation,>220K Buildings,A,2.29,1000000,220000
1123,2035,Recreation,>90-220K Buildings,B,2.29,220000,90000
1124,2035,Recreation,>50-90K Buildings,C,2.29,90000,50000
1125,2035,Recreation,>30-50K Buildings,D,2.29,50000,30000
1126,2035,Recreation,>20-30K Buildings,E,2.29,50000,20000
1127,2035,Recreation,<20k buildings,F,,20000,0
1128,2035,Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
1129,2035,Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
1130,2035,Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
1131,2035,Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
1132,2035,Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
1133,2035,Refrigerated Warehouse,<20k buildings,F,,20000,0
1134,2035,Residence Hall/Dormitory,>220K Buildings,A,0.84,1000000,220000
1135,2035,Residence Hall/Dormitory,>90-220K Buildings,B,0.84,220000,90000
1136,2035,Residence Hall/Dormitory,>50-90K Buildings,C,0.84,90000,50000
1137,2035,Residence Hall/Dormitory,>30-50K Buildings,D,0.84,50000,30000
1138,2035,Residence Hall/Dormitory,>20-30K Buildings,E,0.84,50000,20000
1139,2035,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1140,2035,Restaurant,>220K Buildings,A,4.13,1000000,220000
1141,2035,Restaurant,>90-220K Buildings,B,4.13,220000,90000
1142,2035,Restaurant,>50-90K Buildings,C,4.13,90000,50000
1143,2035,Restaurant,>30-50K Buildings,D,4.13,50000,30000
1144,2035,Restaurant,>20-30K Buildings,E,4.13,50000,20000
1145,2035,Restaurant,<20k buildings,F,,20000,0
1146,2035,Retail Store,>220K Buildings,A,0.64,1000000,220000
1147,2035,Retail Store,>90-220K Buildings,B,0.64,220000,90000
1148,2035,Retail Store,>50-90K Buildings,C,0.64,90000,50000
1149,2035,Retail Store,>30-50K Buildings,D,0.64,50000,30000
1150,2035,Retail Store,>20-30K Buildings,E,0.64,50000,20000
1151,2035,Retail Store,<20k buildings,F,,20000,0
1152,2035,Self-Storage Facility,>220K Buildings,A,0.17,1000000,220000
1153,2035,Self-Storage Facility,>90-220K Buildings,B,0.17,220000,90000
1154,2035,Self-Storage Facility,>50-90K Buildings,C,0.17,90000,50000
1155,2035,Self-Storage Facility,>30-50K Buildings,D,0.17,50000,30000
1156,2035,Self-Storage Facility,>20-30K Buildings,E,0.17,50000,20000
1157,2035,Self-Storage Facility,<20k buildings,F,,20000,0
1158,2035,Senior Living Community,>220K Buildings,A,1.5,1000000,220000
1159,2035,Senior Living Community,>90-220K Buildings,B,1.5,220000,90000
1160,2035,Senior Living Community,>50-90K Buildings,C,1.5,90000,50000
1161,2035,Senior Living Community,>30-50K Buildings,D,1.5,50000,30000
1162,2035,Senior Living Community,>20-30K Buildings,E,1.5,50000,20000
1163,2035,Senior Living Community,<20k buildings,F,,20000,0
1164,2035,Services,>220K Buildings,A,1.03,1000000,220000
1165,2035,Services,>90-220K Buildings,B,1.03,220000,90000
1166,2035,Services,>50-90K Buildings,C,1.03,90000,50000
1167,2035,Services,>30-50K Buildings,D,1.03,50000,30000
1168,2035,Services,>20-30K Buildings,E,1.03,50000,20000
1169,2035,Services,<20k buildings,F,,20000,0
1170,2035,Supermarket/Grocery Store,>220K Buildings,A,2.5,1000000,220000
1171,2035,Supermarket/Grocery Store,>90-220K Buildings,B,2.5,220000,90000
1172,2035,Supermarket/Grocery Store,>50-90K Buildings,C,2.5,90000,50000
1173,2035,Supermarket/Grocery Store,>30-50K Buildings,D,2.5,50000,30000
1174,2035,Supermarket/Grocery Store,>20-30K Buildings,E,2.5,50000,20000
1175,2035,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1176,2035,Worship Facility,>220K Buildings,A,0.84,1000000,220000
1177,2035,Worship Facility,>90-220K Buildings,B,0.84,220000,90000
1178,2035,Worship Facility,>50-90K Buildings,C,0.84,90000,50000
1179,2035,Worship Facility,>30-50K Buildings,D,0.84,50000,30000
1180,2035,Worship Facility,>20-30K Buildings,E,0.84,50000,20000
1181,2035,Worship Facility,<20k buildings,F,,20000,0
1182,2035,nan,>220K Buildings,A,,1000000,220000
1183,2035,nan,>90-220K Buildings,B,,220000,90000
1184,2035,nan,>50-90K Buildings,C,,90000,50000
1185,2035,nan,>30-50K Buildings,D,,50000,30000
1186,2035,nan,>20-30K Buildings,E,,50000,20000
1187,2035,nan,<20k buildings,F,,20000,0
1188,2036,College/University,>220K Buildings,A,1.17,1000000,220000
1189,2036,College/University,>90-220K Buildings,B,2.0,220000,90000
1190,2036,College/University,>50-90K Buildings,C,2.0,90000,50000
1191,2036,College/University,>30-50K Buildings,D,2.0,50000,30000
1192,2036,College/University,>20-30K Buildings,E,2.0,50000,20000
1193,2036,College/University,<20k buildings,F,,20000,0
1194,2036,Entertainment/Public Assembly,>220K Buildings,A,0.52,1000000,220000
1195,2036,Entertainment/Public Assembly,>90-220K Buildings,B,0.89,220000,90000
1196,2036,Entertainment/Public Assembly,>50-90K Buildings,C,0.89,90000,50000
1197,2036,Entertainment/Public Assembly,>30-50K Buildings,D,0.89,50000,30000
1198,2036,Entertainment/Public Assembly,>20-30K Buildings,E,0.89,50000,20000
1199,2036,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1200,2036,Fire/Police Station,>220K Buildings,A,1.0,1000000,220000
1201,2036,Fire/Police Station,>90-220K Buildings,B,1.72,220000,90000
1202,2036,Fire/Police Station,>50-90K Buildings,C,1.72,90000,50000
1203,2036,Fire/Police Station,>30-50K Buildings,D,1.72,50000,30000
1204,2036,Fire/Police Station,>20-30K Buildings,E,1.72,50000,20000
1205,2036,Fire/Police Station,<20k buildings,F,,20000,0
1206,2036,Hospital,>220K Buildings,A,2.11,1000000,220000
1207,2036,Hospital,>90-220K Buildings,B,3.62,220000,90000
1208,2036,Hospital,>50-90K Buildings,C,3.62,90000,50000
1209,2036,Hospital,>30-50K Buildings,D,3.62,50000,30000
1210,2036,Hospital,>20-30K Buildings,E,3.62,50000,20000
1211,2036,Hospital,<20k buildings,F,,20000,0
1212,2036,Hotel,>220K Buildings,A,0.91,1000000,220000
1213,2036,Hotel,>90-220K Buildings,B,1.57,220000,90000
1214,2036,Hotel,>50-90K Buildings,C,1.57,90000,50000
1215,2036,Hotel,>30-50K Buildings,D,1.57,50000,30000
1216,2036,Hotel,>20-30K Buildings,E,1.57,50000,20000
1217,2036,Hotel,<20k buildings,F,,20000,0
1218,2036,K-12 School,>220K Buildings,A,0.4,1000000,220000
1219,2036,K-12 School,>90-220K Buildings,B,0.69,220000,90000
1220,2036,K-12 School,>50-90K Buildings,C,0.69,90000,50000
1221,2036,K-12 School,>30-50K Buildings,D,0.69,50000,30000
1222,2036,K-12 School,>20-30K Buildings,E,0.69,50000,20000
1223,2036,K-12 School,<20k buildings,F,,20000,0
1224,2036,Laboratory,>220K Buildings,A,2.79,1000000,220000
1225,2036,Laboratory,>90-220K Buildings,B,4.79,220000,90000
1226,2036,Laboratory,>50-90K Buildings,C,4.79,90000,50000
1227,2036,Laboratory,>30-50K Buildings,D,4.79,50000,30000
1228,2036,Laboratory,>20-30K Buildings,E,4.79,50000,20000
1229,2036,Laboratory,<20k buildings,F,,20000,0
1230,2036,Multifamily Housing,>220K Buildings,A,0.46,1000000,220000
1231,2036,Multifamily Housing,>90-220K Buildings,B,0.65,220000,90000
1232,2036,Multifamily Housing,>50-90K Buildings,C,0.65,90000,50000
1233,2036,Multifamily Housing,>30-50K Buildings,D,0.65,50000,30000
1234,2036,Multifamily Housing,>20-30K Buildings,E,0.65,50000,20000
