,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
0,PL FIRTH LLC,PL FIRTH LLC,602 508 898,932627,"6747-266TH CT SE, ISSAQUAH, WA, 98029, UNITED STATES",Active,False,False,False
1,WESTLAKE II HOUSING LLC,WESTLAKE II HOUSING LLC,602 593 620,1048310,"100 23RD AVE S, SEATTLE, WA, 98144, UNITED STATES",Active,False,False,False
2,STARLIGHT APARTMENTS LLC,STARLIGHT APARTMENTS LLC,603 354 490,443580,"2312 2ND AVE N, SEATTLE, WA, 98109-2005, UNITED STATES",Active,False,False,False
3,VBC MADISON LP,VBC MADISON LP,604 274 591,1210132,"1911 65TH AVE W, TACOMA, WA, 98466-6225, UNITED STATES",Active,False,False,False
4,ERP OPERATING LIMITED PARTNERSHIP,ERP OPERATING LIMITED PARTNERSHIP,601 705 487,1112845,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False
5,SAN MARCO LLC,SAN MARCO LLC,602 413 456,966547,"1116 15TH AVE E, SEATTLE, WA, 98112, UNITED STATES",Active,False,False,False
6,VBGO DANFORTH LLC,VBGO DANFORTH LLC,604 565 410,1339816,"292 MADISON AVE FL 7, NEW YORK, NY, 10017-6318, UNITED STATES",Active,False,False,False
7,COPPINS WELL OWNER LLC,COPPINS WELL OWNER LLC,604 847 593,1527205,"151 S. EL CAMINO, BEVERLY HILLS, CA, 90212-2704, UNITED STATES",Active,False,False,False
8,HART FIRST HILL LLC,HART FIRST HILL LLC,603 572 727,204042,"191 N WACKER DR, STE 2500, CHICAGO, IL, 60606-1615, UNITED STATES",Active,False,False,False
9,THE SORRENTO HOTEL PARTNERSHIP,THE SORRENTO HOTEL PARTNERSHIP,600 371 216,1056327,"900 MADISON ST, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False
10,GREENLAKE SELF STORAGE LLC,GREENLAKE SELF STORAGE LLC,603 494 148,723923,"5807 KENWOOD PL N, SEATTLE, WA, 98103, UNITED STATES",Active,False,False,False
