,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
33,TRINITY WEST SEATTLE,TRINITY WEST SEATTLE,603 451 811,1054987,"4120 SW 102ND ST, SEATTLE, WA, 98146-3660, UNITED STATES",Active,False,False,False
34,SNR 24 BRIDGE PARK OWNER LLC,SNR 24 BRIDGE PARK OWNER LLC,603 474 129,438251,"500 NORTH HURSTBOURNE PARKWAY, SUITE 200, LOUISVILLE, KY, KY, 40222, UNITED STATES",Active,False,False,False
35,WCSD 9601 35TH AVE SW LLC,WCSD 9601 35TH AVE SW LLC,603 455 615,1076296,"600 WILSHIRE BLVD, SUITE 200, LOS ANGELES, CA, 90017-3212, UNITED STATES",Active,False,False,False
36,MEPT WESTWOOD VILLAGE LLC,MEPT WESTWOOD VILLAGE LLC,604 800 251,1486843,,,False,True,True
37,QUINTON PROPERTIES LLC,QUINTON PROPERTIES LLC,602 456 952,395719,"1003 221ST AVE SE, SAMMAMISH, WA, 98075-7114, UNITED STATES",Active,False,False,False
38,NORTHGATE STORAGE LLC,NORTHGATE STORAGE LLC,602 681 533,895875,"6619 132ND AVE NE # 270, KIRKLAND, WA, 98033-8627, UNITED STATES",Active,False,False,False
39,NE 130TH ST LLC,NE 130TH ST LLC,604 972 922,1597780,"100 WILSHIRE BLVD STE 1400, SANTA MONICA, CA, 90401-1196, UNITED STATES",Active,False,False,False
40,NORTHGATE 3 LLC,NORTHGATE 3 LLC,604 135 039,875287,"330 112TH AVE NE STE 200, BELLEVUE, WA, 98004-5800, UNITED STATES",Active,True,False,False
41,LAKE CITY WAY 137 ASSOCIATES LLC,LAKE CITY WAY 137 ASSOCIATES LLC,602 783 290,286226,"14400 TUKWILA INTERNATIONAL BLVD STE 100, TUKWILA, WA, 98168-4419, UNITED STATES",Active,False,False,False
42,FAIRFIELD LAKE CITY LP,FAIRFIELD LAKE CITY LP,604 530 057,1321446,"5355 MIRA SORRENTO PL, SUITE 100, SAN DIEGO, CA, 92121-3803, UNITED STATES",Active,False,False,False
43,EQR-LANE LLC,EQR-LANE LLC,604 560 448,1334364,"TWO NORTH RIVERSIDE PLAZA, STE 400, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False
44,ATHLON LLC,ATHLON LLC,602 429 890,44320,"12544 15TH AVE NE APT 101, SEATTLE, WA, 98125-4129, UNITED STATES",Active,False,False,False
45,VALOR APARTMENT ASSOCIATES,VALOR APARTMENT ASSOCIATES,603 182 365,515461,"6400 SOUTHCENTER BLVD, TUKWILA, WA, 98188-2547, UNITED STATES",Active,False,False,False
46,HENRY PROSPEROUS PROPERTY LLC,HENRY PROSPEROUS PROPERTY LLC,604 322 897,1228364,"1824 NE 20TH ST, RENTON, WA, 98056, UNITED STATES",Active,False,False,False
47,KISH LLC,KISH LLC,604 193 343,1165559,"14150 NE 20TH ST STE F1-205, BELLEVUE, WA, 98007-3700, UNITED STATES",Active,False,False,False
48,HUP LINK-14 LLC,HUP LINK-14 LLC,604 538 288,1327446,"9750 3RD AVE NE STE 303, SEATTLE, WA, 98115-2022, UNITED STATES",Active,False,False,False
49,THORNTON CREEK APARTMENTS LLC,THORNTON CREEK APARTMENTS LLC,604 532 877,1327119,"2825 EASTLAKE AVE E STE 200, SEATTLE, WA, 98102-3085, UNITED STATES",Active,False,False,False
50,PRE LAKE CITY 26 LLC,PRE LAKE CITY 26 LLC,604 017 818,916274,"150 NICKERSON ST STE 211, SEATTLE, WA, 98109-1634, UNITED STATES",Active,False,False,False
51,CRE NORTH SEATTLE PARTNERS LLC,CRE NORTH SEATTLE PARTNERS LLC,604 765 675,1467695,"2930 WESTLAKE AVE N STE 100, SEATTLE, WA, 98109-1968, UNITED STATES",Active,False,False,False
52,ACME WMR PARK 3025 LLC,ACME WMR PARK 3025 LLC,604 229 744,1186046,"7417 W MERCER WAY, MERCER ISLAND, WA, 98040-5536, UNITED STATES",Active,False,False,False
53,KIMBERLY APARTMENTS LLC,KIMBERLY APARTMENTS LLC,602 280 482,810502,"8806 ROOSEVELT WAY NE, SEATTLE, WA, 98115-3042, UNITED STATES",Delinquent,False,False,False
54,TELFORD HOLDINGS INCORPORATED,TELFORD HOLDINGS INCORPORATED,601 215 586,467039,"6025 CARNARVON STREET, VANCOUVER, BC, V6N 1J9, CANADA",Active,False,False,False
