,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
13,SPH TWO LLLP,SPH TWO LLLP,604 067 944,966186,"1501 N 45TH ST, SEATTLE, WA, 98103-6708, UNITED STATES",Active,False,False,False
14,HUP MORNINGSIDE LLC,HUP MORNINGSIDE LLC,604 549 828,1391950,"9750 3RD AVE NE STE 303, SEATTLE, WA, 98115-2022, UNITED STATES",Active,False,False,False
15,RIVENDELL LLC,RIVENDELL LLC,603 013 668,405739,"44 ORCHARD RD, TACOMA, WA, 98406-7618, UNITED STATES",Active,False,False,False
16,OSWEGO ARMS LLC,OSWEGO ARMS LLC,603 058 764,874241,"5210 RUSSELL AVE NW #100, SEATTLE, WA, 98107, UNITED STATES",Active,False,False,False
17,TREA CIRCA GREEN LAKE LLC,TREA CIRCA GREEN LAKE LLC,604 225 706,1183816,"730 3RD AVE, MS:730/12/02, NEW YORK, NY, 10017-3206, UNITED STATES",Active,False,False,False
18,2020 A&D LLC,2020 A&D LLC,604 529 905,1319325,"4507 SUNNYSIDE AVE N, UNIT D, SEATTLE, WA, 98103-6954, UNITED STATES",Active,False,False,False
19,BLACKWOOD PROPERTIES LLC,BLACKWOOD PROPERTIES LLC,604 842 440,1515232,"10900 NE 4TH ST, SUITE 2300, BELLEVUE, WA, 98004-5882, UNITED STATES",Active,False,False,False
20,TBBK LLC,TBBK LLC,603 260 656,294857,"16019 INGLEWOOD RD NE, KENMORE, WA, 98028-3905, UNITED STATES",Active,False,False,False
21,VISTA POINT APARTMENTS LLC,VISTA POINT APARTMENTS LLC,603 183 149,510355,"5830 150TH PL SW, EDMONDS, WA, 98026-4224, UNITED STATES",Active,False,False,False
22,9709 THIRD AVENUE INVESTORS LLC,9709 THIRD AVENUE INVESTORS LLC,602 000 706,13448,"10 STATE HOUSE SQ FL 15, HARTFORD, CT, 06103-3600, UNITED STATES",Active,False,False,False
23,UNIVERSITY PREPARATORY ACADEMY,UNIVERSITY PREPARATORY ACADEMY,600 443 233,1005292,"8000 25TH AVE NE, SEATTLE, WA, 98115-4600, UNITED STATES",Active,False,False,False
24,ASC RAVENNA LLC,ASC RAVENNA LLC,603 457 546,58358,"415 118TH AVE SE, BELLEVUE, WA, 98005-3518, UNITED STATES",Active,False,False,False
25,8512 35TH AVENUE LLC,8512 35TH AVENUE LLC,604 778 841,1472066,"3307 3RD AVE W STE 305, SEATTLE, WA, 98119-1957, UNITED STATES",Active,False,False,False
26,TEMPLE BETH AM,TEMPLE BETH AM,601 104 040,1040483,"2632 NE 80TH ST, SEATTLE, WA, 98115-4622, UNITED STATES",Active,False,False,False
27,SCU HOLDINGS LLC,SCU HOLDINGS LLC,604 058 533,442869,"9706 4TH AVE NE STE 400, SEATTLE, WA, 98115-2199, UNITED STATES",Active,False,False,False
28,NICOLA NORTHGATE LP,NICOLA NORTHGATE LP,604 870 918,1533404,"600 UNIVERSITY ST, SUITE 2310, SEATTLE, WA, 98101-4112, UNITED STATES",Active,False,False,False
29,MLK FAMILY ARTS MENTORING ENRICHMENT COMMUNITY CENTER,MLK FAMILY ARTS MENTORING ENRICHMENT COMMUNITY CENTER,603 080 377,849324,"3201 EAST REPUBLICAN ST, SEATTLE, WA, 98112, UNITED STATES",Active,False,False,False
30,2200 BOSTON LLC,2200 BOSTON LLC,603 045 401,4080,"9837 HILLTOP RD, BELLEVUE, WA, 98004-4005, UNITED STATES",Active,False,False,False
31,605 15TH AVENUE LLC,605 15TH AVENUE LLC,604 834 520,1508630,"ATTN: JOSEPH PHELPS, 801 2ND AVE, STE 1700, SEATTLE, WA, 98104-1520, UNITED STATES",Active,False,False,False
32,STARBOARD MADISON VIEW DST,STARBOARD MADISON VIEW DST,604 353 896,1253623,"1201 N ORANGE ST STE 7044, WILMINGTON, DE, 19801-1189, UNITED STATES",Active,False,False,False
33,PARKSIDE LIMITED LIABILITY COMPANY,PARKSIDE LIMITED LIABILITY COMPANY,601 842 424,371111,"2940 FAIRVIEW AVE E, SEATTLE, WA, 98102-3016, UNITED STATES",Active,False,False,False
34,PGA LEGACY LLC,PGA LEGACY LLC,603 617 195,929898,"4132 CALIFORNIA AVE SW, SEATTLE, WA, 98116-4102, UNITED STATES",Active,False,False,False
35,ANDREWS APARTMENTS LLC,ANDREWS APARTMENTS LLC,602 292 822,37006,"1015 BELMONT PL E, BELMONT, WA, 98102, UNITED STATES",Administratively Dissolved,False,False,False
36,ASTOR COURT LLC,ASTOR COURT LLC,602 213 331,43726,"433 13TH AVE E, SUIOTE 101, SEATTLE, WA, 98102-5142, UNITED STATES",Active,False,False,False
37,ANHALT APARTMENT LLC,ANHALT APARTMENT LLC,603 203 888,27058,"2856 80TH AVE SE, MERCER ISLAND, WA, 98040-2981, UNITED STATES",Active,False,False,False
38,ELIZABETH JAMES SENIOR HOUSING,ELIZABETH JAMES SENIOR HOUSING,601 450 756,184800,"1620 12TH AVE STE 205, SEATTLE, WA, 98122-2568, UNITED STATES",Active,False,False,False
39,BROADMOOR GOLF CLUB,BROADMOOR GOLF CLUB,178 008 290,78693,"2340 BROADMOOR DR E, SEATTLE, WA, 98112-2322, UNITED STATES",Active,True,False,False
40,ASC MADISON LLC,ASC MADISON LLC,603 130 112,1096986,"415 118 AVENUE SE, BELLEVUE, WA, 98005, UNITED STATES",Active,False,False,False
41,HOLY NAMES ACADEMY,HOLY NAMES ACADEMY,178 020 859,740106,"728 21ST AVE E, SEATTLE, WA, 98112-4022, UNITED STATES",Active,False,False,False
42,CITY INVESTORS XXX LLC,CITY INVESTORS XXX LLC,604 084 625,611795,"505 5TH AVE STE 900, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False
43,SPACE NEEDLE LLC,SPACE NEEDLE LLC,602 714 976,984049,"2901 3RD AVE, SUITE 600, SEATTLE, WA, 98121-1042, UNITED STATES",Active,False,False,False
44,FREMONT BRIDGE PARTNERS LLC,FREMONT BRIDGE PARTNERS LLC,604 715 581,1436172,"317 NICKERSON ST, SEATTLE, WA, 98109, UNITED STATES",Active,False,False,False
45,403 DEXTER AVENUE NORTH GROUND OWNER LLC,403 DEXTER AVENUE NORTH GROUND OWNER LLC,604 661 116,1395459,"1114 AVENUE OF THE AMERICAS FL 39, NEW YORK, NY, 10036-7702, UNITED STATES",Active,False,False,False
46,BELKORP ORION LLC,BELKORP ORION LLC,604 535 335,1320427,"900 1508 WEST BROADWAY, VANCOUVER, BC, V6J 1W9, CANADA",Active,False,False,False
47,JUNE APARTMENTS LLC,JUNE APARTMENTS LLC,604 826 092,1512653,"2360 HUNTINGTON DR STE 200, SAN MARINO, CA, 91108-2653, UNITED STATES",Active,False,False,False
48,624 YALE OWNER LLC,624 YALE OWNER LLC,604 974 816,1598637,"701 5TH AVE STE 5700, SEATTLE, WA, 98104-7014, UNITED STATES",Active,False,False,False
49,219 1ST AVE N LLC,219 1ST AVE N LLC,603 481 075,4071,"1554 PARKSIDE DRIVE E, SEATTLE, WA, 98112, UNITED STATES",Active,False,False,False
50,BPP HOLLAND MARINA SLU LLC,BPP HOLLAND MARINA SLU LLC,604 194 941,1166430,"233 S WACKER DR, SUITE 4700, CHICAGO, IL, 60606-6374, UNITED STATES",Active,False,False,False
51,24 ETRURIA LLC,24 ETRURIA LLC,604 202 783,1171778,"600 UNIVERSITY ST STE 2820, SEATTLE, WA, 98101-1184, UNITED STATES",Active,False,False,False
52,EQR-MARK ON 8TH LLC,EQR-MARK ON 8TH LLC,604 381 513,1254348,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False
53,DEXTER CITY LLC,DEXTER CITY LLC,603 525 310,650779,"1 WORLD TRADE CTR FL 24, LONG BEACH, CA, 90831-0002, UNITED STATES",Active,False,False,False
54,400 QUEEN ANNE LP,400 QUEEN ANNE LP,604 307 249,1220158,"10900 NE 4TH ST STE 1440, BELLEVUE, WA, 98004-5873, UNITED STATES",Active,True,False,False
55,TOP OF THE 5TH LLC,TOP OF THE 5TH LLC,604 368 558,1250621,"801 2ND AVE STE 700, SEATTLE, WA, 98104-1573, UNITED STATES",Active,False,False,False
56,ALLEY SEATTLE LLC,ALLEY SEATTLE LLC,604 901 774,1556507,"777 CALIFORNIA AVE STE 100, PALO ALTO, CA, 94304-1199, UNITED STATES",Active,False,False,False
57,UNION VIEW APARTMENTS LLC,UNION VIEW APARTMENTS LLC,601 771 194,499282,"601 UNION ST STE 1401, SEATTLE, WA, 98101-1363, UNITED STATES",Active,False,False,False
58,CONNELL WESTLAKE LLC,CONNELL WESTLAKE LLC,603 163 194,109738,"300 CONNELL DR STE 4000, BERKELEY HTS, NJ, 07922-2817, UNITED STATES",Active,False,False,False
59,VIEW 222 APARTMENTS LLC,VIEW 222 APARTMENTS LLC,604 663 603,1388547,"2033 6TH AVE, SUITE 600, SEATTLE, WA, 98121-2591, UNITED STATES",Active,False,False,False
60,BOREALIS APARTMENTS LLC,BOREALIS APARTMENTS LLC,603 441 069,583197,"7010 E ACOMA DR STE 204, SCOTTSDALE, AZ, 85254-3550, UNITED STATES",Active,False,False,False
61,ACME WMR THE Q APARTMENT LLC,ACME WMR THE Q APARTMENT LLC,604 062 641,23525,"7417 W MERCER WAY, MERCER ISLAND, WA, 98040-5536, UNITED STATES",Active,False,False,False
62,BPP HOLLAND JUXT LLC,BPP HOLLAND JUXT LLC,604 036 293,582585,"233 S WACKER DR, SUITE 4700, CHICAGO, IL, 60606-6374, UNITED STATES",Active,False,False,False
63,TW BRIGHT STARS II LLC,TW BRIGHT STARS II LLC,603 156 696,1040132,"900 NOB HILL AVE N, SEATTLE, WA, 98109-3780, UNITED STATES",Active,False,False,False
64,ORION APARTMENTS LLC,ORION APARTMENTS LLC,602 343 985,367483,"9501 NE 13TH ST, CLYDE HILL, WA, 98004, UNITED STATES",Active,False,False,False
65,FIRST AND ROY LP,FIRST AND ROY LP,604 211 061,1176002,"10900 NE 4TH ST STE 1440, BELLEVUE, WA, 98004-8357, UNITED STATES",Active,True,False,False
66,VALI-HAI LIMITED PARTNERSHIP,VALI-HAI LIMITED PARTNERSHIP,601 602 898,514961,"800 1ST AVE N APT 2, SEATTLE, WA, 98109-3601, UNITED STATES",Active,False,False,False
67,TOWNVUE HEIGHTS LLC,TOWNVUE HEIGHTS LLC,603 262 453,1032814,"801 2ND AVE STE 700, SEATTLE, WA, 98104-1573, UNITED STATES",Active,False,False,False
68,100 ALOHA LP,100 ALOHA LP,604 516 557,1311668,"6228 BALACLAVA STREET, VANCOUVER, BC, V6N 1L6, CANADA",Active,False,False,False
