,Unnamed: 0,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
512,512,2030,Supermarket/Grocery Store,>50-90K Buildings,C,2.56122802734375,90000,50000
513,513,2030,Supermarket/Grocery Store,>30-50K Buildings,D,2.56122802734375,50000,30000
514,514,2030,Supermarket/Grocery Store,>20-30K Buildings,E,2.56122802734375,50000,20000
515,515,2030,Supermarket/Grocery Store,<20k buildings,F,,20000,0
516,516,2030,Worship Facility,>220K Buildings,A,0.860977783203125,1000000,220000
517,517,2030,Worship Facility,>90-220K Buildings,B,0.860977783203125,220000,90000
518,518,2030,Worship Facility,>50-90K Buildings,C,0.860977783203125,90000,50000
519,519,2030,Worship Facility,>30-50K Buildings,D,0.860977783203125,50000,30000
520,520,2030,Worship Facility,>20-30K Buildings,E,0.860977783203125,50000,20000
521,521,2030,Worship Facility,<20k buildings,F,,20000,0
522,522,2030,,>220K Buildings,A,,1000000,220000
523,523,2030,,>90-220K Buildings,B,,220000,90000
524,524,2030,,>50-90K Buildings,C,,90000,50000
525,525,2030,,>30-50K Buildings,D,,50000,30000
526,526,2030,,>20-30K Buildings,E,,50000,20000
527,527,2030,,<20k buildings,F,,20000,0
528,528,2031,College/University,>220K Buildings,A,1.447021484375,1000000,220000
529,529,2031,College/University,>90-220K Buildings,B,2.047535400390625,220000,90000
530,530,2031,College/University,>50-90K Buildings,C,2.047535400390625,90000,50000
531,531,2031,College/University,>30-50K Buildings,D,2.047535400390625,50000,30000
532,532,2031,College/University,>20-30K Buildings,E,2.047535400390625,50000,20000
533,533,2031,College/University,<20k buildings,F,,20000,0
534,534,2031,Entertainment/Public Assembly,>220K Buildings,A,0.643924560546875,1000000,220000
535,535,2031,Entertainment/Public Assembly,>90-220K Buildings,B,0.904388427734375,220000,90000
536,536,2031,Entertainment/Public Assembly,>50-90K Buildings,C,0.904388427734375,90000,50000
537,537,2031,Entertainment/Public Assembly,>30-50K Buildings,D,0.904388427734375,50000,30000
538,538,2031,Entertainment/Public Assembly,>20-30K Buildings,E,0.904388427734375,50000,20000
539,539,2031,Entertainment/Public Assembly,<20k buildings,F,,20000,0
540,540,2031,Fire/Police Station,>220K Buildings,A,1.2444384765625,1000000,220000
541,541,2031,Fire/Police Station,>90-220K Buildings,B,1.7653662109375,220000,90000
542,542,2031,Fire/Police Station,>50-90K Buildings,C,1.7653662109375,90000,50000
543,543,2031,Fire/Police Station,>30-50K Buildings,D,1.7653662109375,50000,30000
544,544,2031,Fire/Police Station,>20-30K Buildings,E,1.7653662109375,50000,20000
545,545,2031,Fire/Police Station,<20k buildings,F,,20000,0
546,546,2031,Hospital,>220K Buildings,A,2.61910888671875,1000000,220000
547,547,2031,Hospital,>90-220K Buildings,B,3.704375,220000,90000
548,548,2031,Hospital,>50-90K Buildings,C,3.704375,90000,50000
549,549,2031,Hospital,>30-50K Buildings,D,3.704375,50000,30000
550,550,2031,Hospital,>20-30K Buildings,E,3.704375,50000,20000
551,551,2031,Hospital,<20k buildings,F,,20000,0
552,552,2031,Hotel,>220K Buildings,A,1.1359118652343752,1000000,220000
553,553,2031,Hotel,>90-220K Buildings,B,1.60619384765625,220000,90000
554,554,2031,Hotel,>50-90K Buildings,C,1.60619384765625,90000,50000
555,555,2031,Hotel,>30-50K Buildings,D,1.60619384765625,50000,30000
556,556,2031,Hotel,>20-30K Buildings,E,1.60619384765625,50000,20000
557,557,2031,Hotel,<20k buildings,F,,20000,0
558,558,2031,K-12 School,>220K Buildings,A,0.49922241210937496,1000000,220000
559,559,2031,K-12 School,>90-220K Buildings,B,0.70904052734375,220000,90000
560,560,2031,K-12 School,>50-90K Buildings,C,0.70904052734375,90000,50000
561,561,2031,K-12 School,>30-50K Buildings,D,0.70904052734375,50000,30000
562,562,2031,K-12 School,>20-30K Buildings,E,0.70904052734375,50000,20000
563,563,2031,K-12 School,<20k buildings,F,,20000,0
564,564,2031,Laboratory,>220K Buildings,A,3.465616455078125,1000000,220000
565,565,2031,Laboratory,>90-220K Buildings,B,4.905402832031251,220000,90000
566,566,2031,Laboratory,>50-90K Buildings,C,4.905402832031251,90000,50000
567,567,2031,Laboratory,>30-50K Buildings,D,4.905402832031251,50000,30000
568,568,2031,Laboratory,>20-30K Buildings,E,4.905402832031251,50000,20000
569,569,2031,Laboratory,<20k buildings,F,,20000,0
570,570,2031,Multifamily Housing,>220K Buildings,A,0.470281982421875,1000000,220000
571,571,2031,Multifamily Housing,>90-220K Buildings,B,,220000,90000
572,572,2031,Multifamily Housing,>50-90K Buildings,C,,90000,50000
573,573,2031,Multifamily Housing,>30-50K Buildings,D,,50000,30000
574,574,2031,Multifamily Housing,>20-30K Buildings,E,,50000,20000
575,575,2031,Multifamily Housing,<20k buildings,F,,20000,0
576,576,2031,Non-Refrigerated Warehouse,>220K Buildings,A,0.33281494140625,1000000,220000
577,577,2031,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.470281982421875,220000,90000
578,578,2031,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.470281982421875,90000,50000
579,579,2031,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.470281982421875,50000,30000
580,580,2031,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.470281982421875,50000,20000
581,581,2031,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
582,582,2031,Office,>220K Buildings,A,0.3183447265625,1000000,220000
583,583,2031,Office,>90-220K Buildings,B,0.455811767578125,220000,90000
584,584,2031,Office,>50-90K Buildings,C,0.455811767578125,90000,50000
585,585,2031,Office,>30-50K Buildings,D,0.455811767578125,50000,30000
586,586,2031,Office,>20-30K Buildings,E,0.455811767578125,50000,20000
587,587,2031,Office,<20k buildings,F,,20000,0
588,588,2031,Other,>220K Buildings,A,1.092501220703125,1000000,220000
589,589,2031,Other,>90-220K Buildings,B,1.541077880859375,220000,90000
590,590,2031,Other,>50-90K Buildings,C,1.541077880859375,90000,50000
591,591,2031,Other,>30-50K Buildings,D,1.541077880859375,50000,30000
592,592,2031,Other,>20-30K Buildings,E,1.541077880859375,50000,20000
593,593,2031,Other,<20k buildings,F,,20000,0
594,594,2031,Recreation,>220K Buildings,A,1.656839599609375,1000000,220000
595,595,2031,Recreation,>90-220K Buildings,B,2.351409912109375,220000,90000
596,596,2031,Recreation,>50-90K Buildings,C,2.351409912109375,90000,50000
597,597,2031,Recreation,>30-50K Buildings,D,2.351409912109375,50000,30000
598,598,2031,Recreation,>20-30K Buildings,E,2.351409912109375,50000,20000
599,599,2031,Recreation,<20k buildings,F,,20000,0
600,600,2031,Refrigerated Warehouse,>220K Buildings,A,0.19534790039062502,1000000,220000
601,601,2031,Refrigerated Warehouse,>90-220K Buildings,B,0.27493408203125,220000,90000
602,602,2031,Refrigerated Warehouse,>50-90K Buildings,C,0.27493408203125,90000,50000
603,603,2031,Refrigerated Warehouse,>30-50K Buildings,D,0.27493408203125,50000,30000
604,604,2031,Refrigerated Warehouse,>20-30K Buildings,E,0.27493408203125,50000,20000
605,605,2031,Refrigerated Warehouse,<20k buildings,F,,20000,0
606,606,2031,Residence Hall/Dormitory,>220K Buildings,A,0.6077490234374999,1000000,220000
607,607,2031,Residence Hall/Dormitory,>90-220K Buildings,B,0.85374267578125,220000,90000
608,608,2031,Residence Hall/Dormitory,>50-90K Buildings,C,0.85374267578125,90000,50000
609,609,2031,Residence Hall/Dormitory,>30-50K Buildings,D,0.85374267578125,50000,30000
610,610,2031,Residence Hall/Dormitory,>20-30K Buildings,E,0.85374267578125,50000,20000
611,611,2031,Residence Hall/Dormitory,<20k buildings,F,,20000,0
612,612,2031,Restaurant,>220K Buildings,A,2.988099365234375,1000000,220000
613,613,2031,Restaurant,>90-220K Buildings,B,4.232537841796875,220000,90000
614,614,2031,Restaurant,>50-90K Buildings,C,4.232537841796875,90000,50000
615,615,2031,Restaurant,>30-50K Buildings,D,4.232537841796875,50000,30000
616,616,2031,Restaurant,>20-30K Buildings,E,4.232537841796875,50000,20000
617,617,2031,Restaurant,<20k buildings,F,,20000,0
618,618,2031,Retail Store,>220K Buildings,A,0.463046875,1000000,220000
619,619,2031,Retail Store,>90-220K Buildings,B,0.6583947753906251,220000,90000
620,620,2031,Retail Store,>50-90K Buildings,C,0.6583947753906251,90000,50000
621,621,2031,Retail Store,>30-50K Buildings,D,0.6583947753906251,50000,30000
622,622,2031,Retail Store,>20-30K Buildings,E,0.6583947753906251,50000,20000
623,623,2031,Retail Store,<20k buildings,F,,20000,0
624,624,2031,Self-Storage Facility,>220K Buildings,A,0.122996826171875,1000000,220000
625,625,2031,Self-Storage Facility,>90-220K Buildings,B,0.180877685546875,220000,90000
626,626,2031,Self-Storage Facility,>50-90K Buildings,C,0.180877685546875,90000,50000
627,627,2031,Self-Storage Facility,>30-50K Buildings,D,0.180877685546875,50000,30000
628,628,2031,Self-Storage Facility,>20-30K Buildings,E,0.180877685546875,50000,20000
629,629,2031,Self-Storage Facility,<20k buildings,F,,20000,0
630,630,2031,Senior Living Community,>220K Buildings,A,1.08526611328125,1000000,220000
631,631,2031,Senior Living Community,>90-220K Buildings,B,1.5338427734375,220000,90000
632,632,2031,Senior Living Community,>50-90K Buildings,C,1.5338427734375,90000,50000
633,633,2031,Senior Living Community,>30-50K Buildings,D,1.5338427734375,50000,30000
634,634,2031,Senior Living Community,>20-30K Buildings,E,1.5338427734375,50000,20000
635,635,2031,Senior Living Community,<20k buildings,F,,20000,0
636,636,2031,Services,>220K Buildings,A,0.745216064453125,1000000,220000
637,637,2031,Services,>90-220K Buildings,B,1.05632568359375,220000,90000
638,638,2031,Services,>50-90K Buildings,C,1.05632568359375,90000,50000
639,639,2031,Services,>30-50K Buildings,D,1.05632568359375,50000,30000
