,Unnamed: 0,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
665,665,2032,College/University,<20k buildings,F,,20000,0
666,666,2032,Entertainment/Public Assembly,>220K Buildings,A,0.643924560546875,1000000,220000
667,667,2032,Entertainment/Public Assembly,>90-220K Buildings,B,0.643924560546875,220000,90000
668,668,2032,Entertainment/Public Assembly,>50-90K Buildings,C,0.904388427734375,90000,50000
669,669,2032,Entertainment/Public Assembly,>30-50K Buildings,D,0.904388427734375,50000,30000
670,670,2032,Entertainment/Public Assembly,>20-30K Buildings,E,0.904388427734375,50000,20000
671,671,2032,Entertainment/Public Assembly,<20k buildings,F,,20000,0
672,672,2032,Fire/Police Station,>220K Buildings,A,1.2444384765625,1000000,220000
673,673,2032,Fire/Police Station,>90-220K Buildings,B,1.2444384765625,220000,90000
674,674,2032,Fire/Police Station,>50-90K Buildings,C,1.7653662109375,90000,50000
675,675,2032,Fire/Police Station,>30-50K Buildings,D,1.7653662109375,50000,30000
676,676,2032,Fire/Police Station,>20-30K Buildings,E,1.7653662109375,50000,20000
677,677,2032,Fire/Police Station,<20k buildings,F,,20000,0
678,678,2032,Hospital,>220K Buildings,A,2.61910888671875,1000000,220000
679,679,2032,Hospital,>90-220K Buildings,B,2.61910888671875,220000,90000
680,680,2032,Hospital,>50-90K Buildings,C,3.704375,90000,50000
681,681,2032,Hospital,>30-50K Buildings,D,3.704375,50000,30000
682,682,2032,Hospital,>20-30K Buildings,E,3.704375,50000,20000
683,683,2032,Hospital,<20k buildings,F,,20000,0
684,684,2032,Hotel,>220K Buildings,A,1.1359118652343752,1000000,220000
685,685,2032,Hotel,>90-220K Buildings,B,1.1359118652343752,220000,90000
686,686,2032,Hotel,>50-90K Buildings,C,1.60619384765625,90000,50000
687,687,2032,Hotel,>30-50K Buildings,D,1.60619384765625,50000,30000
688,688,2032,Hotel,>20-30K Buildings,E,1.60619384765625,50000,20000
689,689,2032,Hotel,<20k buildings,F,,20000,0
690,690,2032,K-12 School,>220K Buildings,A,0.49922241210937496,1000000,220000
691,691,2032,K-12 School,>90-220K Buildings,B,0.49922241210937496,220000,90000
692,692,2032,K-12 School,>50-90K Buildings,C,0.70904052734375,90000,50000
693,693,2032,K-12 School,>30-50K Buildings,D,0.70904052734375,50000,30000
694,694,2032,K-12 School,>20-30K Buildings,E,0.70904052734375,50000,20000
695,695,2032,K-12 School,<20k buildings,F,,20000,0
696,696,2032,Laboratory,>220K Buildings,A,3.465616455078125,1000000,220000
697,697,2032,Laboratory,>90-220K Buildings,B,3.465616455078125,220000,90000
698,698,2032,Laboratory,>50-90K Buildings,C,4.905402832031251,90000,50000
699,699,2032,Laboratory,>30-50K Buildings,D,4.905402832031251,50000,30000
700,700,2032,Laboratory,>20-30K Buildings,E,4.905402832031251,50000,20000
701,701,2032,Laboratory,<20k buildings,F,,20000,0
702,702,2032,Multifamily Housing,>220K Buildings,A,0.470281982421875,1000000,220000
703,703,2032,Multifamily Housing,>90-220K Buildings,B,0.470281982421875,220000,90000
704,704,2032,Multifamily Housing,>50-90K Buildings,C,,90000,50000
705,705,2032,Multifamily Housing,>30-50K Buildings,D,,50000,30000
706,706,2032,Multifamily Housing,>20-30K Buildings,E,,50000,20000
707,707,2032,Multifamily Housing,<20k buildings,F,,20000,0
708,708,2032,Non-Refrigerated Warehouse,>220K Buildings,A,0.33281494140625,1000000,220000
709,709,2032,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.33281494140625,220000,90000
710,710,2032,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.470281982421875,90000,50000
711,711,2032,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.470281982421875,50000,30000
712,712,2032,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.470281982421875,50000,20000
713,713,2032,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
714,714,2032,Office,>220K Buildings,A,0.3183447265625,1000000,220000
715,715,2032,Office,>90-220K Buildings,B,0.3183447265625,220000,90000
716,716,2032,Office,>50-90K Buildings,C,0.455811767578125,90000,50000
717,717,2032,Office,>30-50K Buildings,D,0.455811767578125,50000,30000
718,718,2032,Office,>20-30K Buildings,E,0.455811767578125,50000,20000
719,719,2032,Office,<20k buildings,F,,20000,0
720,720,2032,Other,>220K Buildings,A,1.092501220703125,1000000,220000
721,721,2032,Other,>90-220K Buildings,B,1.092501220703125,220000,90000
722,722,2032,Other,>50-90K Buildings,C,1.541077880859375,90000,50000
723,723,2032,Other,>30-50K Buildings,D,1.541077880859375,50000,30000
724,724,2032,Other,>20-30K Buildings,E,1.541077880859375,50000,20000
725,725,2032,Other,<20k buildings,F,,20000,0
726,726,2032,Recreation,>220K Buildings,A,1.656839599609375,1000000,220000
727,727,2032,Recreation,>90-220K Buildings,B,1.656839599609375,220000,90000
728,728,2032,Recreation,>50-90K Buildings,C,2.351409912109375,90000,50000
729,729,2032,Recreation,>30-50K Buildings,D,2.351409912109375,50000,30000
730,730,2032,Recreation,>20-30K Buildings,E,2.351409912109375,50000,20000
731,731,2032,Recreation,<20k buildings,F,,20000,0
732,732,2032,Refrigerated Warehouse,>220K Buildings,A,0.19534790039062502,1000000,220000
733,733,2032,Refrigerated Warehouse,>90-220K Buildings,B,0.19534790039062502,220000,90000
734,734,2032,Refrigerated Warehouse,>50-90K Buildings,C,0.27493408203125,90000,50000
735,735,2032,Refrigerated Warehouse,>30-50K Buildings,D,0.27493408203125,50000,30000
736,736,2032,Refrigerated Warehouse,>20-30K Buildings,E,0.27493408203125,50000,20000
737,737,2032,Refrigerated Warehouse,<20k buildings,F,,20000,0
738,738,2032,Residence Hall/Dormitory,>220K Buildings,A,0.6077490234374999,1000000,220000
739,739,2032,Residence Hall/Dormitory,>90-220K Buildings,B,0.6077490234374999,220000,90000
740,740,2032,Residence Hall/Dormitory,>50-90K Buildings,C,0.85374267578125,90000,50000
741,741,2032,Residence Hall/Dormitory,>30-50K Buildings,D,0.85374267578125,50000,30000
742,742,2032,Residence Hall/Dormitory,>20-30K Buildings,E,0.85374267578125,50000,20000
743,743,2032,Residence Hall/Dormitory,<20k buildings,F,,20000,0
744,744,2032,Restaurant,>220K Buildings,A,2.988099365234375,1000000,220000
745,745,2032,Restaurant,>90-220K Buildings,B,2.988099365234375,220000,90000
746,746,2032,Restaurant,>50-90K Buildings,C,4.232537841796875,90000,50000
747,747,2032,Restaurant,>30-50K Buildings,D,4.232537841796875,50000,30000
748,748,2032,Restaurant,>20-30K Buildings,E,4.232537841796875,50000,20000
749,749,2032,Restaurant,<20k buildings,F,,20000,0
750,750,2032,Retail Store,>220K Buildings,A,0.463046875,1000000,220000
751,751,2032,Retail Store,>90-220K Buildings,B,0.463046875,220000,90000
752,752,2032,Retail Store,>50-90K Buildings,C,0.6583947753906251,90000,50000
753,753,2032,Retail Store,>30-50K Buildings,D,0.6583947753906251,50000,30000
754,754,2032,Retail Store,>20-30K Buildings,E,0.6583947753906251,50000,20000
755,755,2032,Retail Store,<20k buildings,F,,20000,0
756,756,2032,Self-Storage Facility,>220K Buildings,A,0.122996826171875,1000000,220000
757,757,2032,Self-Storage Facility,>90-220K Buildings,B,0.122996826171875,220000,90000
758,758,2032,Self-Storage Facility,>50-90K Buildings,C,0.180877685546875,90000,50000
759,759,2032,Self-Storage Facility,>30-50K Buildings,D,0.180877685546875,50000,30000
760,760,2032,Self-Storage Facility,>20-30K Buildings,E,0.180877685546875,50000,20000
761,761,2032,Self-Storage Facility,<20k buildings,F,,20000,0
762,762,2032,Senior Living Community,>220K Buildings,A,1.08526611328125,1000000,220000
763,763,2032,Senior Living Community,>90-220K Buildings,B,1.08526611328125,220000,90000
764,764,2032,Senior Living Community,>50-90K Buildings,C,1.5338427734375,90000,50000
765,765,2032,Senior Living Community,>30-50K Buildings,D,1.5338427734375,50000,30000
766,766,2032,Senior Living Community,>20-30K Buildings,E,1.5338427734375,50000,20000
767,767,2032,Senior Living Community,<20k buildings,F,,20000,0
768,768,2032,Services,>220K Buildings,A,0.745216064453125,1000000,220000
769,769,2032,Services,>90-220K Buildings,B,0.745216064453125,220000,90000
770,770,2032,Services,>50-90K Buildings,C,1.05632568359375,90000,50000
771,771,2032,Services,>30-50K Buildings,D,1.05632568359375,50000,30000
772,772,2032,Services,>20-30K Buildings,E,1.05632568359375,50000,20000
773,773,2032,Services,<20k buildings,F,,20000,0
774,774,2032,Supermarket/Grocery Store,>220K Buildings,A,1.80877685546875,1000000,220000
775,775,2032,Supermarket/Grocery Store,>90-220K Buildings,B,1.80877685546875,220000,90000
776,776,2032,Supermarket/Grocery Store,>50-90K Buildings,C,2.56122802734375,90000,50000
777,777,2032,Supermarket/Grocery Store,>30-50K Buildings,D,2.56122802734375,50000,30000
778,778,2032,Supermarket/Grocery Store,>20-30K Buildings,E,2.56122802734375,50000,20000
779,779,2032,Supermarket/Grocery Store,<20k buildings,F,,20000,0
780,780,2032,Worship Facility,>220K Buildings,A,0.6077490234374999,1000000,220000
781,781,2032,Worship Facility,>90-220K Buildings,B,0.6077490234374999,220000,90000
782,782,2032,Worship Facility,>50-90K Buildings,C,0.860977783203125,90000,50000
783,783,2032,Worship Facility,>30-50K Buildings,D,0.860977783203125,50000,30000
784,784,2032,Worship Facility,>20-30K Buildings,E,0.860977783203125,50000,20000
785,785,2032,Worship Facility,<20k buildings,F,,20000,0
786,786,2032,,>220K Buildings,A,,1000000,220000
787,787,2032,,>90-220K Buildings,B,,220000,90000
788,788,2032,,>50-90K Buildings,C,,90000,50000
789,789,2032,,>30-50K Buildings,D,,50000,30000
790,790,2032,,>20-30K Buildings,E,,50000,20000
791,791,2032,,<20k buildings,F,,20000,0
792,792,2033,College/University,>220K Buildings,A,1.447021484375,1000000,220000
793,793,2033,College/University,>90-220K Buildings,B,1.447021484375,220000,90000
794,794,2033,College/University,>50-90K Buildings,C,1.447021484375,90000,50000
795,795,2033,College/University,>30-50K Buildings,D,2.047535400390625,50000,30000
796,796,2033,College/University,>20-30K Buildings,E,2.047535400390625,50000,20000
797,797,2033,College/University,<20k buildings,F,,20000,0
798,798,2033,Entertainment/Public Assembly,>220K Buildings,A,0.643924560546875,1000000,220000
799,799,2033,Entertainment/Public Assembly,>90-220K Buildings,B,0.643924560546875,220000,90000
800,800,2033,Entertainment/Public Assembly,>50-90K Buildings,C,0.643924560546875,90000,50000
801,801,2033,Entertainment/Public Assembly,>30-50K Buildings,D,0.904388427734375,50000,30000
802,802,2033,Entertainment/Public Assembly,>20-30K Buildings,E,0.904388427734375,50000,20000
803,803,2033,Entertainment/Public Assembly,<20k buildings,F,,20000,0
804,804,2033,Fire/Police Station,>220K Buildings,A,1.2444384765625,1000000,220000
805,805,2033,Fire/Police Station,>90-220K Buildings,B,1.2444384765625,220000,90000
806,806,2033,Fire/Police Station,>50-90K Buildings,C,1.2444384765625,90000,50000
807,807,2033,Fire/Police Station,>30-50K Buildings,D,1.7653662109375,50000,30000
808,808,2033,Fire/Police Station,>20-30K Buildings,E,1.7653662109375,50000,20000
809,809,2033,Fire/Police Station,<20k buildings,F,,20000,0
810,810,2033,Hospital,>220K Buildings,A,2.61910888671875,1000000,220000
811,811,2033,Hospital,>90-220K Buildings,B,2.61910888671875,220000,90000
812,812,2033,Hospital,>50-90K Buildings,C,2.61910888671875,90000,50000
813,813,2033,Hospital,>30-50K Buildings,D,3.704375,50000,30000
814,814,2033,Hospital,>20-30K Buildings,E,3.704375,50000,20000
815,815,2033,Hospital,<20k buildings,F,,20000,0
816,816,2033,Hotel,>220K Buildings,A,1.1359118652343752,1000000,220000
817,817,2033,Hotel,>90-220K Buildings,B,1.1359118652343752,220000,90000
818,818,2033,Hotel,>50-90K Buildings,C,1.1359118652343752,90000,50000
819,819,2033,Hotel,>30-50K Buildings,D,1.60619384765625,50000,30000
820,820,2033,Hotel,>20-30K Buildings,E,1.60619384765625,50000,20000
821,821,2033,Hotel,<20k buildings,F,,20000,0
822,822,2033,K-12 School,>220K Buildings,A,0.49922241210937496,1000000,220000
823,823,2033,K-12 School,>90-220K Buildings,B,0.49922241210937496,220000,90000
824,824,2033,K-12 School,>50-90K Buildings,C,0.49922241210937496,90000,50000
825,825,2033,K-12 School,>30-50K Buildings,D,0.70904052734375,50000,30000
826,826,2033,K-12 School,>20-30K Buildings,E,0.70904052734375,50000,20000
827,827,2033,K-12 School,<20k buildings,F,,20000,0
828,828,2033,Laboratory,>220K Buildings,A,3.465616455078125,1000000,220000
829,829,2033,Laboratory,>90-220K Buildings,B,3.465616455078125,220000,90000
830,830,2033,Laboratory,>50-90K Buildings,C,3.465616455078125,90000,50000
831,831,2033,Laboratory,>30-50K Buildings,D,4.905402832031251,50000,30000
832,832,2033,Laboratory,>20-30K Buildings,E,4.905402832031251,50000,20000
833,833,2033,Laboratory,<20k buildings,F,,20000,0
834,834,2033,Multifamily Housing,>220K Buildings,A,0.470281982421875,1000000,220000
835,835,2033,Multifamily Housing,>90-220K Buildings,B,0.470281982421875,220000,90000
836,836,2033,Multifamily Housing,>50-90K Buildings,C,0.470281982421875,90000,50000
837,837,2033,Multifamily Housing,>30-50K Buildings,D,,50000,30000
838,838,2033,Multifamily Housing,>20-30K Buildings,E,,50000,20000
839,839,2033,Multifamily Housing,<20k buildings,F,,20000,0
840,840,2033,Non-Refrigerated Warehouse,>220K Buildings,A,0.33281494140625,1000000,220000
841,841,2033,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.33281494140625,220000,90000
842,842,2033,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.33281494140625,90000,50000
843,843,2033,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.470281982421875,50000,30000
844,844,2033,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.470281982421875,50000,20000
845,845,2033,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
846,846,2033,Office,>220K Buildings,A,0.3183447265625,1000000,220000
847,847,2033,Office,>90-220K Buildings,B,0.3183447265625,220000,90000
848,848,2033,Office,>50-90K Buildings,C,0.3183447265625,90000,50000
849,849,2033,Office,>30-50K Buildings,D,0.455811767578125,50000,30000
850,850,2033,Office,>20-30K Buildings,E,0.455811767578125,50000,20000
851,851,2033,Office,<20k buildings,F,,20000,0
852,852,2033,Other,>220K Buildings,A,1.092501220703125,1000000,220000
853,853,2033,Other,>90-220K Buildings,B,1.092501220703125,220000,90000
854,854,2033,Other,>50-90K Buildings,C,1.092501220703125,90000,50000
855,855,2033,Other,>30-50K Buildings,D,1.541077880859375,50000,30000
856,856,2033,Other,>20-30K Buildings,E,1.541077880859375,50000,20000
857,857,2033,Other,<20k buildings,F,,20000,0
858,858,2033,Recreation,>220K Buildings,A,1.656839599609375,1000000,220000
859,859,2033,Recreation,>90-220K Buildings,B,1.656839599609375,220000,90000
860,860,2033,Recreation,>50-90K Buildings,C,1.656839599609375,90000,50000
861,861,2033,Recreation,>30-50K Buildings,D,2.351409912109375,50000,30000
862,862,2033,Recreation,>20-30K Buildings,E,2.351409912109375,50000,20000
863,863,2033,Recreation,<20k buildings,F,,20000,0
864,864,2033,Refrigerated Warehouse,>220K Buildings,A,0.19534790039062502,1000000,220000
865,865,2033,Refrigerated Warehouse,>90-220K Buildings,B,0.19534790039062502,220000,90000
866,866,2033,Refrigerated Warehouse,>50-90K Buildings,C,0.19534790039062502,90000,50000
867,867,2033,Refrigerated Warehouse,>30-50K Buildings,D,0.27493408203125,50000,30000
868,868,2033,Refrigerated Warehouse,>20-30K Buildings,E,0.27493408203125,50000,20000
869,869,2033,Refrigerated Warehouse,<20k buildings,F,,20000,0
870,870,2033,Residence Hall/Dormitory,>220K Buildings,A,0.6077490234374999,1000000,220000
871,871,2033,Residence Hall/Dormitory,>90-220K Buildings,B,0.6077490234374999,220000,90000
872,872,2033,Residence Hall/Dormitory,>50-90K Buildings,C,0.6077490234374999,90000,50000
873,873,2033,Residence Hall/Dormitory,>30-50K Buildings,D,0.85374267578125,50000,30000
874,874,2033,Residence Hall/Dormitory,>20-30K Buildings,E,0.85374267578125,50000,20000
875,875,2033,Residence Hall/Dormitory,<20k buildings,F,,20000,0
876,876,2033,Restaurant,>220K Buildings,A,2.988099365234375,1000000,220000
877,877,2033,Restaurant,>90-220K Buildings,B,2.988099365234375,220000,90000
878,878,2033,Restaurant,>50-90K Buildings,C,2.988099365234375,90000,50000
879,879,2033,Restaurant,>30-50K Buildings,D,4.232537841796875,50000,30000
880,880,2033,Restaurant,>20-30K Buildings,E,4.232537841796875,50000,20000
881,881,2033,Restaurant,<20k buildings,F,,20000,0
882,882,2033,Retail Store,>220K Buildings,A,0.463046875,1000000,220000
883,883,2033,Retail Store,>90-220K Buildings,B,0.463046875,220000,90000
884,884,2033,Retail Store,>50-90K Buildings,C,0.463046875,90000,50000
885,885,2033,Retail Store,>30-50K Buildings,D,0.6583947753906251,50000,30000
886,886,2033,Retail Store,>20-30K Buildings,E,0.6583947753906251,50000,20000
887,887,2033,Retail Store,<20k buildings,F,,20000,0
888,888,2033,Self-Storage Facility,>220K Buildings,A,0.122996826171875,1000000,220000
889,889,2033,Self-Storage Facility,>90-220K Buildings,B,0.122996826171875,220000,90000
890,890,2033,Self-Storage Facility,>50-90K Buildings,C,0.122996826171875,90000,50000
891,891,2033,Self-Storage Facility,>30-50K Buildings,D,0.180877685546875,50000,30000
892,892,2033,Self-Storage Facility,>20-30K Buildings,E,0.180877685546875,50000,20000
893,893,2033,Self-Storage Facility,<20k buildings,F,,20000,0
894,894,2033,Senior Living Community,>220K Buildings,A,1.08526611328125,1000000,220000
895,895,2033,Senior Living Community,>90-220K Buildings,B,1.08526611328125,220000,90000
896,896,2033,Senior Living Community,>50-90K Buildings,C,1.08526611328125,90000,50000
897,897,2033,Senior Living Community,>30-50K Buildings,D,1.5338427734375,50000,30000
898,898,2033,Senior Living Community,>20-30K Buildings,E,1.5338427734375,50000,20000
899,899,2033,Senior Living Community,<20k buildings,F,,20000,0
900,900,2033,Services,>220K Buildings,A,0.745216064453125,1000000,220000
901,901,2033,Services,>90-220K Buildings,B,0.745216064453125,220000,90000
902,902,2033,Services,>50-90K Buildings,C,0.745216064453125,90000,50000
903,903,2033,Services,>30-50K Buildings,D,1.05632568359375,50000,30000
904,904,2033,Services,>20-30K Buildings,E,1.05632568359375,50000,20000
905,905,2033,Services,<20k buildings,F,,20000,0
906,906,2033,Supermarket/Grocery Store,>220K Buildings,A,1.80877685546875,1000000,220000
907,907,2033,Supermarket/Grocery Store,>90-220K Buildings,B,1.80877685546875,220000,90000
908,908,2033,Supermarket/Grocery Store,>50-90K Buildings,C,1.80877685546875,90000,50000
909,909,2033,Supermarket/Grocery Store,>30-50K Buildings,D,2.56122802734375,50000,30000
910,910,2033,Supermarket/Grocery Store,>20-30K Buildings,E,2.56122802734375,50000,20000
911,911,2033,Supermarket/Grocery Store,<20k buildings,F,,20000,0
912,912,2033,Worship Facility,>220K Buildings,A,0.6077490234374999,1000000,220000
913,913,2033,Worship Facility,>90-220K Buildings,B,0.6077490234374999,220000,90000
914,914,2033,Worship Facility,>50-90K Buildings,C,0.6077490234374999,90000,50000
915,915,2033,Worship Facility,>30-50K Buildings,D,0.860977783203125,50000,30000
916,916,2033,Worship Facility,>20-30K Buildings,E,0.860977783203125,50000,20000
917,917,2033,Worship Facility,<20k buildings,F,,20000,0
918,918,2033,,>220K Buildings,A,,1000000,220000
919,919,2033,,>90-220K Buildings,B,,220000,90000
920,920,2033,,>50-90K Buildings,C,,90000,50000
921,921,2033,,>30-50K Buildings,D,,50000,30000
922,922,2033,,>20-30K Buildings,E,,50000,20000
923,923,2033,,<20k buildings,F,,20000,0
924,924,2034,College/University,>220K Buildings,A,1.447021484375,1000000,220000
925,925,2034,College/University,>90-220K Buildings,B,1.447021484375,220000,90000
926,926,2034,College/University,>50-90K Buildings,C,1.447021484375,90000,50000
927,927,2034,College/University,>30-50K Buildings,D,1.447021484375,50000,30000
928,928,2034,College/University,>20-30K Buildings,E,2.047535400390625,50000,20000
929,929,2034,College/University,<20k buildings,F,,20000,0
930,930,2034,Entertainment/Public Assembly,>220K Buildings,A,0.643924560546875,1000000,220000
931,931,2034,Entertainment/Public Assembly,>90-220K Buildings,B,0.643924560546875,220000,90000
932,932,2034,Entertainment/Public Assembly,>50-90K Buildings,C,0.643924560546875,90000,50000
933,933,2034,Entertainment/Public Assembly,>30-50K Buildings,D,0.643924560546875,50000,30000
934,934,2034,Entertainment/Public Assembly,>20-30K Buildings,E,0.904388427734375,50000,20000
935,935,2034,Entertainment/Public Assembly,<20k buildings,F,,20000,0
936,936,2034,Fire/Police Station,>220K Buildings,A,1.2444384765625,1000000,220000
937,937,2034,Fire/Police Station,>90-220K Buildings,B,1.2444384765625,220000,90000
938,938,2034,Fire/Police Station,>50-90K Buildings,C,1.2444384765625,90000,50000
939,939,2034,Fire/Police Station,>30-50K Buildings,D,1.2444384765625,50000,30000
940,940,2034,Fire/Police Station,>20-30K Buildings,E,1.7653662109375,50000,20000
941,941,2034,Fire/Police Station,<20k buildings,F,,20000,0
942,942,2034,Hospital,>220K Buildings,A,2.61910888671875,1000000,220000
943,943,2034,Hospital,>90-220K Buildings,B,2.61910888671875,220000,90000
944,944,2034,Hospital,>50-90K Buildings,C,2.61910888671875,90000,50000
945,945,2034,Hospital,>30-50K Buildings,D,2.61910888671875,50000,30000
946,946,2034,Hospital,>20-30K Buildings,E,3.704375,50000,20000
947,947,2034,Hospital,<20k buildings,F,,20000,0
948,948,2034,Hotel,>220K Buildings,A,1.1359118652343752,1000000,220000
949,949,2034,Hotel,>90-220K Buildings,B,1.1359118652343752,220000,90000
950,950,2034,Hotel,>50-90K Buildings,C,1.1359118652343752,90000,50000
951,951,2034,Hotel,>30-50K Buildings,D,1.1359118652343752,50000,30000
952,952,2034,Hotel,>20-30K Buildings,E,1.60619384765625,50000,20000
953,953,2034,Hotel,<20k buildings,F,,20000,0
954,954,2034,K-12 School,>220K Buildings,A,0.49922241210937496,1000000,220000
955,955,2034,K-12 School,>90-220K Buildings,B,0.49922241210937496,220000,90000
956,956,2034,K-12 School,>50-90K Buildings,C,0.49922241210937496,90000,50000
957,957,2034,K-12 School,>30-50K Buildings,D,0.49922241210937496,50000,30000
958,958,2034,K-12 School,>20-30K Buildings,E,0.70904052734375,50000,20000
959,959,2034,K-12 School,<20k buildings,F,,20000,0
960,960,2034,Laboratory,>220K Buildings,A,3.465616455078125,1000000,220000
961,961,2034,Laboratory,>90-220K Buildings,B,3.465616455078125,220000,90000
962,962,2034,Laboratory,>50-90K Buildings,C,3.465616455078125,90000,50000
963,963,2034,Laboratory,>30-50K Buildings,D,3.465616455078125,50000,30000
964,964,2034,Laboratory,>20-30K Buildings,E,4.905402832031251,50000,20000
965,965,2034,Laboratory,<20k buildings,F,,20000,0
966,966,2034,Multifamily Housing,>220K Buildings,A,0.470281982421875,1000000,220000
967,967,2034,Multifamily Housing,>90-220K Buildings,B,0.470281982421875,220000,90000
968,968,2034,Multifamily Housing,>50-90K Buildings,C,0.470281982421875,90000,50000
969,969,2034,Multifamily Housing,>30-50K Buildings,D,0.470281982421875,50000,30000
970,970,2034,Multifamily Housing,>20-30K Buildings,E,,50000,20000
971,971,2034,Multifamily Housing,<20k buildings,F,,20000,0
972,972,2034,Non-Refrigerated Warehouse,>220K Buildings,A,0.33281494140625,1000000,220000
973,973,2034,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.33281494140625,220000,90000
974,974,2034,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.33281494140625,90000,50000
975,975,2034,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.33281494140625,50000,30000
976,976,2034,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.470281982421875,50000,20000
977,977,2034,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
978,978,2034,Office,>220K Buildings,A,0.3183447265625,1000000,220000
979,979,2034,Office,>90-220K Buildings,B,0.3183447265625,220000,90000
980,980,2034,Office,>50-90K Buildings,C,0.3183447265625,90000,50000
981,981,2034,Office,>30-50K Buildings,D,0.3183447265625,50000,30000
982,982,2034,Office,>20-30K Buildings,E,0.455811767578125,50000,20000
983,983,2034,Office,<20k buildings,F,,20000,0
984,984,2034,Other,>220K Buildings,A,1.092501220703125,1000000,220000
985,985,2034,Other,>90-220K Buildings,B,1.092501220703125,220000,90000
986,986,2034,Other,>50-90K Buildings,C,1.092501220703125,90000,50000
987,987,2034,Other,>30-50K Buildings,D,1.092501220703125,50000,30000
988,988,2034,Other,>20-30K Buildings,E,1.541077880859375,50000,20000
989,989,2034,Other,<20k buildings,F,,20000,0
990,990,2034,Recreation,>220K Buildings,A,1.656839599609375,1000000,220000
991,991,2034,Recreation,>90-220K Buildings,B,1.656839599609375,220000,90000
992,992,2034,Recreation,>50-90K Buildings,C,1.656839599609375,90000,50000
993,993,2034,Recreation,>30-50K Buildings,D,1.656839599609375,50000,30000
994,994,2034,Recreation,>20-30K Buildings,E,2.351409912109375,50000,20000
995,995,2034,Recreation,<20k buildings,F,,20000,0
996,996,2034,Refrigerated Warehouse,>220K Buildings,A,0.19534790039062502,1000000,220000
997,997,2034,Refrigerated Warehouse,>90-220K Buildings,B,0.19534790039062502,220000,90000
998,998,2034,Refrigerated Warehouse,>50-90K Buildings,C,0.19534790039062502,90000,50000
999,999,2034,Refrigerated Warehouse,>30-50K Buildings,D,0.19534790039062502,50000,30000
1000,1000,2034,Refrigerated Warehouse,>20-30K Buildings,E,0.27493408203125,50000,20000
1001,1001,2034,Refrigerated Warehouse,<20k buildings,F,,20000,0
1002,1002,2034,Residence Hall/Dormitory,>220K Buildings,A,0.6077490234374999,1000000,220000
1003,1003,2034,Residence Hall/Dormitory,>90-220K Buildings,B,0.6077490234374999,220000,90000
1004,1004,2034,Residence Hall/Dormitory,>50-90K Buildings,C,0.6077490234374999,90000,50000
1005,1005,2034,Residence Hall/Dormitory,>30-50K Buildings,D,0.6077490234374999,50000,30000
1006,1006,2034,Residence Hall/Dormitory,>20-30K Buildings,E,0.85374267578125,50000,20000
1007,1007,2034,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1008,1008,2034,Restaurant,>220K Buildings,A,2.988099365234375,1000000,220000
1009,1009,2034,Restaurant,>90-220K Buildings,B,2.988099365234375,220000,90000
1010,1010,2034,Restaurant,>50-90K Buildings,C,2.988099365234375,90000,50000
1011,1011,2034,Restaurant,>30-50K Buildings,D,2.988099365234375,50000,30000
1012,1012,2034,Restaurant,>20-30K Buildings,E,4.232537841796875,50000,20000
1013,1013,2034,Restaurant,<20k buildings,F,,20000,0
1014,1014,2034,Retail Store,>220K Buildings,A,0.463046875,1000000,220000
1015,1015,2034,Retail Store,>90-220K Buildings,B,0.463046875,220000,90000
1016,1016,2034,Retail Store,>50-90K Buildings,C,0.463046875,90000,50000
1017,1017,2034,Retail Store,>30-50K Buildings,D,0.463046875,50000,30000
1018,1018,2034,Retail Store,>20-30K Buildings,E,0.6583947753906251,50000,20000
1019,1019,2034,Retail Store,<20k buildings,F,,20000,0
1020,1020,2034,Self-Storage Facility,>220K Buildings,A,0.122996826171875,1000000,220000
1021,1021,2034,Self-Storage Facility,>90-220K Buildings,B,0.122996826171875,220000,90000
1022,1022,2034,Self-Storage Facility,>50-90K Buildings,C,0.122996826171875,90000,50000
1023,1023,2034,Self-Storage Facility,>30-50K Buildings,D,0.122996826171875,50000,30000
1024,1024,2034,Self-Storage Facility,>20-30K Buildings,E,0.180877685546875,50000,20000
1025,1025,2034,Self-Storage Facility,<20k buildings,F,,20000,0
1026,1026,2034,Senior Living Community,>220K Buildings,A,1.08526611328125,1000000,220000
1027,1027,2034,Senior Living Community,>90-220K Buildings,B,1.08526611328125,220000,90000
