Owner,PropertyGFABuilding_s_,TotalGHGEmissions__metric_tons_,Electricity_kBtu_,NaturalGas_kBtu_,SteamUse_kBtu_
SEATTLE CITY OF SEATRAN R/W,67015.0,57.9,1499216.0,939738.0,0.0
SEATTLE CITY OF-SEATRAN R/W,95456.0,26.7,3303012.0,172753.0,0.0
SEATTLE CITY OF/DEPT OF TRANSPORTATION,53002.0,60.0,2036883.0,925601.0,0.0
SEATTLE CITY OF: C/O SEATTLE CITY LIGHT,25658.0,14.7,908139.0,185403.0,0.0
SEATTLE CITY OF: SDOT,31990.0,24.0,577732.0,394854.0,0.0
SEATTLE COMMUNITY CHURCH,20039.0,0.0,0.0,0.0,0.0
SEATTLE DEPT OF TRANSPORTATION,22108.0,4.8,901938.0,0.0,0.0
SEATTLE DOWNTOWN HOTEL & RESIDENCES LLC,52298.0,8.1,1523111.0,0.0,0.0
SEATTLE FUNDING CORP,186429.0,306.2,5323235.0,5231728.0,0.0
SEATTLE HATHAWAY 75 LLC,40029.0,7.0,1311430.0,0.0,0.0
SEATTLE HOST HOTEL COMPANY L L C,759392.0,1043.2,25517379.0,895500.0,10359896.0
SEATTLE HOTEL INVESTMENT LLC,33120.0,42.7,970181.0,707438.0,0.0
SEATTLE HOUSING AUTHORITY,317180.0,95.6,11004838.0,698493.0,0.0
SEATTLE INDIAN HEALTH BOARD,45145.0,9.0,1694270.0,0.0,0.0
SEATTLE INDIAN SERVICES COMMIS,23515.0,56.9,989732.0,971857.0,0.0
SEATTLE INVESTMENT PRTNRS 1998 LLC,56041.0,350.6,7640669.0,5836792.0,0.0
SEATTLE LABOR TEMPLE ASSOCIATION INC,43473.0,20.6,3871334.0,0.0,0.0
SEATTLE MADISON LLC,91159.0,10.2,1920377.0,0.0,0.0
SEATTLE OF CITY,137068.0,81.5,2069391.0,1326461.0,0.0
SEATTLE PACIFIC BUSINESS PARK LLC,76442.0,116.2,1250751.0,2062560.0,0.0
SEATTLE PACIFIC UNIVERSITY,753801.0,2150.0,21990177.0,38279666.0,0.0
SEATTLE PORT OF,118560.0,34.4,6471758.0,0.0,0.0
SEATTLE SCHOOL DISTRICT #1,208981.0,264.7,3887998.0,4595209.0,0.0
SEATTLE SCHOOL DISTRICT NO 1,716388.0,957.0000000000001,14469645.0,16571257.0,0.0
SEATTLE SCHOOL DISTRICT NUMBER 1,37500.0,39.4,1430979.0,598047.0,0.0
SEATTLE TOWER I LLC,442703.0,359.1,9702721.0,5790367.0,0.0
SEATTLE UNITY CHURCH,65000.0,57.1,1185945.0,956784.0,0.0
SEATTLE UNIVERSITY,2624288.0,3019.2999999999997,49391827.0,51904014.0,0.0
SEATTLE UNIVERSITY DISTRICT LP,51472.0,29.599999999999998,1312225.0,425574.0,0.0
SEATTLE-CITY GOVERNMENT,180163.0,267.1,3878154.0,4640812.0,0.0
SEATTLES UNION GOSPEL MISSION,144586.0,122.0,3144648.0,1982869.0,0.0
SECOND & SPRING PROPERTY SEA LLC,146922.0,183.0,17781426.0,1665138.0,0.0
SECURITY HOUSE LLLP,79235.0,21.2,3984445.0,0.0,0.0
SEDGES LLC,52626.0,11.0,1036353.0,103024.0,0.0
SEDONA APARTMENTS LLC,109298.0,61.9,2830149.0,881458.0,0.0
SEDRA LLC +TDES 34791 LLC,30661.0,3.8,712024.0,0.0,0.0
SEIM VIRGINIA C,68455.0,65.5,730505.0,1159641.0,0.0
SEIU LOCAL 775,63150.0,57.8,2098037.0,878506.0,0.0
SELIG HOLDINGS COMPANY LLC,1688556.0,675.3,92368368.0,3469057.0,0.0
SELIG REAL ESTATE HOLDINGS TEN,157186.0,57.6,5429673.0,540037.0,0.0
SEMKKANN LLC,23562.0,0.0,0.0,0.0,0.0
SENECA APARTMENTS LLC,52620.0,153.0,509228.0,2829812.0,0.0
SEQUIM LODGING CORPORATION,88100.0,27.2,1590458.0,352899.0,0.0
SEVENTEEN METERS LLC,53108.0,16.1,2551651.0,47700.0,0.0
SEWARD PARK APARTMENTS LLC,20645.0,3.5,665803.0,0.0,0.0
SFB-B LIMITED PARTNERSHIP,20738.0,2.4,442447.0,0.0,0.0
SFERS REAL ESTATE CORP FF,454273.0,72.2,13577327.0,0.0,0.0
SFIII FOS PONTIUS HOLDING LLC +SFIII PONTIUS LLC,73096.0,17.3,3249614.0,0.0,0.0
SHANNON BUILDING LLC,22176.0,3.2,598942.0,0.0,0.0
SHELBY APARTMENTS LLC,37885.0,39.9,414121.0,709595.0,0.0
SHELTON INVESTOR JV LLC,38701.0,29.4,681624.0,484515.0,0.0
SHI-III FIRST HILL LLC C/O MERRILL GARDENS LLC,69035.0,145.7,3805165.0,2363107.0,0.0
SHILSHOLE CFA LLC,63240.0,24.6,33430.0,459931.0,0.0
SHING-YEEN SHEEN ONE L L C,37485.0,21.0,609060.0,334250.0,0.0
SHLP NEPTUNE LLC,260572.0,309.7,1736179.0,5656833.0,0.0
SHORELINE CITY OF,87483.0,65.3,1473563.0,1082423.0,0.0
SI XIX LLC,194919.0,31.5,5923109.0,116.0,0.0
SI XXI LLC,132912.0,169.2,2255734.0,2960539.0,0.0
SIC LAKE UNION BUILDING LLC +SIC LAKE UNION BUILDING II LLC,94002.0,27.6,5183749.0,0.0,0.0
SIC PROJECT OWNER LLC,41790.0,0.0,0.0,0.0,0.0
SIC RP LLC,174226.0,165.9,31198717.0,749.0,0.0
SILVIAN APARTMENTS LLC,23242.0,4.0,752745.0,0.0,0.0
SINGLETON FAMILY OF WASHINGTON L L C,21036.0,60.6,1080702.0,1032125.0,0.0
SIR GALAHAD APARTMENTS L L C,24169.0,20.8,476585.0,344163.0,0.0
SIR LANCELOT APARTMENTS L L C,25538.0,20.2,509545.0,329812.0,0.0
SISTERS OF PROVIDENCE PARISEAU ASSOC,21815.0,15.5,348654.0,256150.0,0.0
SITCHENSIS HOUSE LLC,30649.0,2.7,504474.0,0.0,0.0
SIXTH & PINE BUILDING LLC,67560.0,27.4,2229774.0,292071.0,0.0
SIXTYFIVE LLC,35346.0,4.8,894490.0,0.0,0.0
SKYLINE HOUSE APARTMENTS LLC,75086.0,140.7,1126327.0,2536770.0,0.0
SLT REALTY LTD PARTNERSHIP,23568.0,22.2,623461.0,355947.0,0.0
SLU 1201 EASTLAKE LLC,106003.0,317.6,9143321.0,5063965.0,0.0
SLU 1208 EASTLAKE LLC,109749.0,303.0,0.0,5704316.0,0.0
SLU-199 BLAINE LLC,116191.0,499.5,12179741.0,8185093.0,0.0
SMALL FACES CHILD DEVELOPMENT CENTER,42172.0,112.2,358949.0,2076739.0,0.0
SMRE MARKETSIDE LLC,31578.0,73.7,650521.0,553036.0,492230.0
SNR 24 BRIDGE PARK OWNER LLC,144682.0,95.5,3261331.0,1471853.0,0.0
SOB DEVELOPMENT LLC,21518.0,5.0,936943.0,0.0,0.0
SOCKO LLC,30252.0,4.3,800438.0,0.0,0.0
SODO HOLGATE CENTER LLC,112896.0,124.3,7747761.0,1563806.0,0.0
SODO PARTNERS LLC,126604.0,86.2,3525009.0,1269164.0,0.0
SOLARA SEATTLE APARTMENTS LLC,227479.0,294.3,4888905.0,5051833.0,0.0
SOMERSET GREEN TOWNHOUSES ASSOCIATES L L C,119764.0,17.0,3191991.0,0.0,0.0
SOO YUEN INC,20620.0,15.1,437018.0,240729.0,0.0
SOREN APARTMENTS LLC,91393.0,56.3,2091920.0,850164.0,0.0
SORENTO ON YESLER OWNER LLC,44016.0,53.4,1236828.0,882489.0,0.0
SOUND,73936.0,143.9,2243907.0,2484375.0,0.0
SOUTH ALASKA STREET REAL ESTATE INVESTMENTS LLC,123061.0,94.9,2381537.0,1547902.0,0.0
SOUTH BENNETT STREET HOMES LLC,41649.0,200.8,2460760.0,3534207.0,0.0
SOUTH FOREST LLC,41248.0,17.1,771535.0,245590.0,0.0
SOUTH SHORE ASSOCIATES LP,77887.0,12.7,2396222.0,0.0,0.0
SOUTH TACOMA WAY L L C,20600.0,5.1,146210.0,80886.0,0.0
SOUTHEAST EFFECTIVE DEVELOPMENT,207915.0,395.0,5365582.0,6900949.0,0.0
SOUTHEAST SEATTLE SENIOR FOUNDATION,25174.0,4.5,837151.0,0.0,0.0
SOUTHPARK LAND LLC,31600.0,77.3,1466332.0,1308043.0,0.0
SOVEREIGN ASSOCIATES LLC C/O CITY CENTER REAL ESTATE,37676.0,3.3,612339.0,0.0,0.0
SP/BIT BALLARD ON THE PARK L L C,367673.0,260.7,11866867.0,3721128.0,0.0
SPACE NEEDLE LLC,33971.0,155.1,5678087.0,2352037.0,0.0
SPBS LLC,22778.0,114.9,97920.0,2153379.0,0.0
SPEAR INVESTMENTS LLC,181909.0,113.1,3768051.0,1751971.0,0.0
SPENCER APARTMENTS LLC,27320.0,4.7,888092.0,0.0,0.0
SPH TWO LLLP,45760.0,69.5,834141.0,1224354.0,0.0
SPIRE 1550 4TH AVE LP,47368.0,5.6,1051172.0,0.0,0.0
SPIRE GEORGETOWN CENTER LP,130371.0,176.4,3578069.0,2963631.0,0.0
SPIRE UDB LP,81071.0,113.5,2162045.0,1921451.0,0.0
SPRING & 1111 THIRD PROPERTY SEA LLC,614158.0,149.8,25748603.0,241608.0,0.0
SPRINGBROOK BUILDING LLC,49998.0,21.2,3992393.0,0.0,0.0
SPRINGTREE PROFESSIONAL LLC,20317.0,2.7,498407.0,0.0,0.0
SPRUCE APARTMENTS LLC,45572.0,9.0,1691740.0,0.0,0.0
SPTSUN II PROPERTIES TRUST,45082.0,157.1,2345006.0,2723663.0,0.0
SREH 2014 LLC,913933.0,208.10000000000002,39136592.0,0.0,0.0
SREH 2018 HOLDINGS LLC,71392.0,11.8,2221360.0,0.0,0.0
SREH 2018 MANAGEMENT LLC,349411.0,129.9,16747055.0,768375.0,0.0
SRGMF III EASTLAKE AVENUE SEATTLE LLC,106182.0,92.0,2506795.0,1481740.0,0.0
SRMAHULBROOKLYN65 LLC,26255.0,20.6,661197.0,322232.0,0.0
SRMAHULLUNA LLC,31165.0,22.6,668406.0,357810.0,0.0
SRMAHULTRACK66 LLC,35371.0,30.3,498098.0,520978.0,0.0
SRMAHULVEGA LLC,23090.0,26.5,582559.0,440145.0,0.0
SS INTERBAY LLC,270000.0,96.0,720795.0,1735619.0,0.0
SS MARKET STREET LLC,111445.0,150.7,1874923.0,2649114.0,0.0
ST ELMO III LLC+STONER JOHN E+ELIZABETH,21892.0,18.6,227244.0,327749.0,0.0
ST JAMES TOWER ASSOCIATES,86358.0,30.8,2462167.0,333408.0,0.0
ST JOHN INVESTORS LLC,24682.0,72.8,819319.0,1288461.0,0.0
ST. MARK'S PROPERTIES LLC,45960.0,160.6,505768.0,2973249.0,0.0
STACK HOUSE HOLDCO LLC,293717.0,76.1,6723332.0,759154.0,0.0
STADIUM SILVER CLOUD INN LLC,153882.0,311.5,4460828.0,5418908.0,0.0
STAN & SHIRLEY HANDALY L L C,24430.0,19.5,717496.0,294931.0,0.0
STAR APTS L.L.C,24046.0,72.3,614269.0,1300199.0,0.0
STARBOARD MADISON VIEW DST,31300.0,25.6,556527.0,427185.0,0.0
STARLIGHT APARTMENTS LLC,24039.0,5.1,965140.0,0.0,0.0
STATE HOTEL LLC,21840.0,2.2,419055.0,0.0,0.0
STATE OF WASHINGTON,25920.0,58.1,1073638.0,986778.0,0.0
STATION AT OTHELLO PARK LLC,297636.0,40.0,7520222.0,0.0,0.0
STEELE DESMOND,167592.0,240.6,2834406.0,4246026.0,0.0
STEVENS NEIGHBORHOOD HOUSING,35000.0,4.8,909853.0,0.0,0.0
STEVENS STANLEY LOUIS,64618.0,8.2,1548725.0,0.0,0.0
STOCKBRIDGE LLC,50965.0,44.4,1023456.0,733327.0,0.0
STOL SAIDA,71610.0,11.1,2088334.0,0.0,0.0
STONE WAY APARTMENTS L L C,79364.0,70.4,1698421.0,1155948.0,0.0
STONECLIFF ASSOCIATES LLC,22400.0,3.8,716046.0,0.0,0.0
STORAGE EQUITIES INC,61880.0,4.4,822374.0,100.0,0.0
STRAND FAMILY HOLDINGS LLC,32776.0,4.1,766063.0,0.0,0.0
STRATFORD DEVELOPMENT CO LLC,33953.0,4.5,838548.0,0.0,0.0
STRONG VENTURE LLC,46970.0,2.6,486178.0,0.0,0.0
SULMONETTI ZINN LLC,70307.0,8.6,1610395.0,0.0,0.0
SUMMIT ARMS LLC,27320.0,4.6,870517.0,0.0,0.0
SUMMIT AT LAKE UNION APARTMENTS II LLC,106146.0,21.2,3978307.0,0.0,0.0
SUMMIT HOUSE APARTMENTS REAL ESTATE INVESTMENTS LLC,46527.0,85.1,610430.0,1542020.0,0.0
SUN FO LLC,45594.0,5.4,1011430.0,0.0,0.0
SUNDSMO ALBERT+LOIS,72155.0,42.5,1485697.0,651257.0,0.0
SUNRAY APTS LLC,20529.0,2.3,430005.0,0.0,0.0
SUNRISE CASCADE L L C,25167.0,21.4,505241.0,351451.0,0.0
SUNRISE INVESTMENT COMPANY L L C,28800.0,26.4,781023.0,419587.0,0.0
SUNSET APARTMENTS LIMITED PARTNERSHIP,77800.0,43.5,2110589.0,608408.0,0.0
SUPERNOVA SEATTLE REALTY LLC,272015.0,291.0,12014553.0,1299900.0,1903845.0
SUSTAINABLE URBAN DEVELOPMENT #1 LLC,23338.0,97.4,695912.0,1764636.0,0.0
SV PROPERTIES L L C,50376.0,9.1,1719814.0,0.0,0.0
SVAP III ELLIOT PLAZA LLC,50660.0,20.4,467048.0,337186.0,0.0
SVF ADMIRAL SAFEWAY SEATTLE LLC,59800.0,353.7,7285985.0,5929405.0,0.0
SVF LINK SEATTLE LLC,166230.0,133.7,2925729.0,2225008.0,0.0
SWEAZEY INVESTMENTS L L C,61156.0,133.3,6274265.0,1881380.0,0.0
SWEDISH HEALTH SERVICES,429564.0,357.3,28207246.0,155709.0,2397563.0
SWEDISH HOSPITAL MEDICAL CENTE,1659904.0,11941.9,133113224.0,16108152.0,125030832.0
SWEENEY ORCHARDS TWO LLC,23983.0,7.0,496760.0,81331.0,0.0
SWIND 2424 8TH AVENUE POINT LLC,84420.0,32.6,1977223.0,415457.0,0.0
SWL LLC,26050.0,79.7,1436065.0,1356358.0,0.0
T C 4 & MADISON LLC,888049.0,192.0,36103771.0,0.0,0.0
T+C SEATTLE,26245.0,4.1,764865.0,0.0,0.0
T-C ASPIRA LLC,371539.0,249.5,8993998.0,3797352.0,0.0
T-C UPTOWN APAPRTMENTS LLC,98262.0,13.4,2525193.0,0.0,0.0
TA PIKE MOTORWORKS LLC,85317.0,117.4,5294305.0,1681016.0,0.0
TA REALTY VALUE-ADD FUND XIII REIT LLC,23143.0,17.8,336419.0,300887.0,0.0
TALL COMPANY LLC,48139.0,29.0,387931.0,507592.0,0.0
TALON 303 RIVER LLC,71718.0,10.4,574634.0,138896.0,0.0
TAMARAC APARTMENTS LLC,25076.0,2.9,540588.0,0.0,0.0
TARA APTS LLC,21608.0,2.9,537651.0,0.0,0.0
TARGET CORPORATION,103000.0,105.6,6134295.0,1375000.0,0.0
TARNG YAO SENG,30891.0,5.3,992114.0,0.0,0.0
TATE MASON HOUSE L L C,69296.0,80.3,1855961.0,1326332.0,0.0
TATNUCK VENTURES LLC,62176.0,33.6,3341567.0,297183.0,0.0
TAYLOR GREENLAKE LLC,24227.0,6.9,721069.0,58208.0,0.0
TB 800 SECOND AVENUE LLC,25516.0,7.9,392086.0,108571.0,0.0
TBBK LLC,61009.0,32.4,1675540.0,442601.0,0.0
TC LAKEFRONT LLC+CG LAKEFRONT LLC+JSP LAKEFRONE I LLC+JSP LAKEFRONT II LLC,72566.0,12.1,2273501.0,888.0,0.0
TD FRANK FAMILY LLC,36765.0,6.0,1137065.0,0.0,0.0
TE GKI BOYLSTON LLC,21723.0,3.7,689018.0,0.0,0.0
TEHAMA GATSBY LLC,93179.0,42.3,1274272.0,669276.0,0.0
TEHAMA JAX LLC+FR JAX LLC,43904.0,50.1,1350561.0,808103.0,0.0
TELFORD HOLDINGS INC,20278.0,2.7,501262.0,0.0,0.0
TELFORD HOLDINGS INCORPORATED,22646.0,3.9,740305.0,0.0,0.0
TEMASEK L L C,116640.0,139.9,3664744.0,0.0,1450538.0
TEMPERATE PARADISE PROPERTIES LLC,30840.0,125.3,2178328.0,2140595.0,0.0
TEMPLE BETH AM,21500.0,193.2,2522193.0,3385905.0,0.0
TEMPO APARTMENTS LLC,28880.0,12.6,916026.0,144843.0,0.0
TEN-TWENTY UNIVERSITY L L C,36047.0,146.5,491853.0,2709814.0,0.0
TERRA PROPERTIES WALDEN LLP,47560.0,60.4,667786.0,1070929.0,0.0
TERRA VARIES INVESTMENT LLC +ENVOY FIRST HILL LLC,25380.0,61.0,216955.0,1126351.0,0.0
TERRACE VIEW 3703 L L C,30799.0,4.8,900135.0,0.0,0.0
TERRENO 1ST AVENUE SOUTH LLC,234144.0,81.6,9107.0,1536296.0,0.0
TERRENO 4225 2ND AVENUE SOUTH LLC,50832.0,73.2,924114.0,1285618.0,0.0
TERRENO 4930 3RD AVENUE SOUTH LLC,37247.0,88.0,467929.0,1610538.0,0.0
TERRENO 6TH AVE LLC,45842.0,40.9,629437.0,707917.0,0.0
TERRENO DENVER AVE LLC,24291.0,24.0,449396.0,407102.0,0.0
TERRENO LUCILE LLC,47105.0,3.6,225262.0,46113.0,0.0
TERRENO OCCIDENTAL LLC,51664.0,6.7,1264078.0,0.0,0.0
TERRY DENNY BUILDING LLC,67235.0,43.7,1312164.0,691350.0,0.0
TESHOME FAMILY LLC,20931.0,54.1,263602.0,991868.0,0.0
THC-SEATTLE INC,49243.0,84.6,7365826.0,855415.0,0.0
THE CITY OF SEATTLE,79616.0,107.0,3374848.0,1676787.0,0.0
THE HOUSING AUTHORITY OF THE CITY OF SEATTLE,50567.0,8.3,1556159.0,0.0,0.0
THE MAXWELL PINEAPPLE LLC,90583.0,98.7,2913017.0,1566447.0,0.0
THE SALVATION ARMY,52908.0,7.2,1362885.0,0.0,0.0
THE SORRENTO HOTEL PARTNERSHIP,76631.0,104.2,1889801.0,1773010.0,0.0
THISTLEDOWN LLC  % JULIA L CALHOUN,26275.0,10.5,1977255.0,0.0,0.0
THOMAS NORTHLAKE LLC,26282.0,12.7,2397454.0,0.0,0.0
THORNTON CREEK APARTMENTS LLC,48965.0,7.7,1450591.0,0.0,0.0
TIKI APARTMENT INVESTMENTS L L,25596.0,2.9,541876.0,0.0,0.0
TILDEN INVESTMENTS LLC,30720.0,70.9,720756.0,1263457.0,0.0
TILT49 OFFICE DEVELOPERS LLC,104823.0,67.5,3298092.0,0.0,601798.0
TIMBERLAKE LLC,31020.0,96.2,505635.0,1760865.0,0.0
TIME WARPP III LLC,30940.0,2.9,542019.0,0.0,0.0
TIMES SQUARE BUILDING LLC,73399.0,14.7,2771554.0,0.0,0.0
TLC PROPERTIES INC,28800.0,26.2,523392.0,440130.0,0.0
TLK PROPERTIES LLC,39815.0,41.5,1137419.0,667459.0,0.0
TMT OLIVE LAB INC,22588.0,38.8,7292058.0,0.0,0.0
TMUD GSL LLC,125562.0,181.9,4588587.0,2965013.0,0.0
TOCK BELMONT APARTMENTS LLC,32753.0,4.3,810940.0,0.0,0.0
TODAYS HOTEL SEATTLE CORPORATION,295511.0,195.1,9103895.0,2762324.0,0.0
TONG FAMILY PARTNERSHIP,25480.0,5.4,1019864.0,0.0,0.0
TOP OF THE 5TH LLC,28277.0,4.0,756668.0,0.0,0.0
TOUCHSTONE WEST 8TH BUILDING LLC,33600.0,48.7,2679203.0,647925.0,0.0
TOWER 801 LLC +PACIFIC MULTIFAMILY INVESTORS LLC,140241.0,124.4,6232694.0,1717865.0,0.0
TOWER BUILDING LLC,174790.0,120.5,4336864.0,1835521.0,0.0
TOWNVUE HEIGHTS LLC,21602.0,15.7,416783.0,254511.0,0.0
TRB SEATTLE INC,114000.0,374.3,6984292.0,6347361.0,0.0
TREA CIRCA GREEN LAKE LLC,63176.0,222.3,5080280.0,3677130.0,0.0
TREA UNION AT SLU APRTMENTS LLC,259104.0,263.6,4835166.0,4478382.0,0.0
TRIAD INVESTMENTS CO INC,56986.0,60.8,1968590.0,948401.0,0.0
TRIAD PIER 70 L L C,76893.0,134.6,6202583.0,1913038.0,0.0
TRIANON LLC,49800.0,11.4,2141425.0,0.0,0.0
TRIGGER BUILDING LLC,26310.0,1.6,302229.0,0.0,0.0
TRIMARK I LLC,22448.0,2.8,528204.0,0.0,0.0
TRIMARK-UNVERSITY HOUSING III LLC,60684.0,8.2,1544449.0,0.0,0.0
TRINITY 43RD AVE LLC,104050.0,33.1,3199685.0,302326.0,0.0
TRINITY LAKEVIEW COURT LLC,60487.0,9.3,1750736.0,0.0,0.0
TRINITY PROPERTIES INC,22325.0,3.6,677381.0,0.0,0.0
TRINITY STONEHEDGE LLC,135228.0,18.6,1183879.0,231293.0,0.0
TRINITY WEST SEATTLE,23562.0,12.5,362727.0,199110.0,0.0
TRIPLE B VENTURES LLC,432040.0,276.1,42248688.0,967794.0,0.0
TRISTAR PROPERTIES LLC,23346.0,4.2,781724.0,0.0,0.0
TROLL AVENUE LLC,157172.0,94.69999999999999,7202899.0,1060765.0,0.0
TRPF 1525 HARVARD AVENUE LLC,80371.0,57.1,1882085.0,886133.0,0.0
TRPF MILLENNIUM TOWER LLC,227978.0,143.3,12555273.0,1440357.0,0.0
TRUE FOUNDRY LLC,22388.0,8.8,200363.0,144832.0,0.0
TRUPANION-APIC LLC,238148.0,38.5,7091347.0,14080.0,0.0
TUALATIN-LAKE OSWEGO LLC,115668.0,110.8,975598.0,1988235.0,0.0
TURNING POINT SOMERSET L L C,48155.0,5.4,1012072.0,0.0,0.0
TUSCANY PARTNERS L L C+RON DANZ VICA LIMITED LIABILITY COMPANY+JENNIFER ANN LIMITED LIABILITY COMPANY,59534.0,11.6,2185391.0,0.0,0.0
TW BRIGHT STARS II LLC,22381.0,2.8,527436.0,0.0,0.0
TW FAIRMOUNT PARTNERS L P,39528.0,4.2,797848.0,0.0,0.0
TWENTY-FOUR SAC SELF-STORAGE LP,52088.0,70.6,462910.0,1283543.0,0.0
TWO CHAIRS LLC,35017.0,31.6,718776.0,523665.0,0.0
TWO SYNAGOGUES LLC,22029.0,36.6,125953.0,676722.0,0.0
TYLEE II LLC,91617.0,14.2,2672623.0,0.0,0.0
U S WEST COMMUNICATIONS,52616.0,135.0,842757.0,2457474.0,0.0
U S WEST COMMUNICATIONS INC,61050.0,77.2,1548747.0,1297674.0,0.0
U.S. RUBBER BUILDING LLC,72000.0,32.1,590986.0,544968.0,0.0
UB PROPERTY L L C,96254.0,15.1,2845792.0,0.0,0.0
UBER BRIAN D JR,26250.0,55.4,269065.0,1017018.0,0.0
UCP 2401 ELLIOTT LLC,133177.0,85.1,15996527.0,0.0,0.0
UNICO BOP COLMAN BUILDING LLC,166975.0,234.3,4723348.0,864590.0,1966342.0
UNICO BOP KORN WALKER LLC,21420.0,3.2,598807.0,0.0,0.0
UNICO BOP WASHINGTON PARK LLC,44558.0,16.7,684160.0,246219.0,0.0
UNION 18 PARTNERS LLC,37824.0,33.2,1402708.0,485139.0,0.0
UNION BAY INVESTORS,23355.0,3.9,740443.0,0.0,0.0
UNION GOSPEL MISSION ASSN SEAT,25200.0,39.2,189281.0,720012.0,0.0
UNION INVESTORS L L C C/O B M HARLAN,43484.0,6.8,1274344.0,0.0,0.0
UNION SQUARE LIMITED LIABILITY COMPANY,1973704.0,561.6,63570026.0,1899978.0,1477120.0
UNION VIEW APARTMENTS LLC,23893.0,3.1,586664.0,0.0,0.0
UNITED DOMINION REALTY LP C/O UNITED DOMINION REALTY TRUST INC,114503.0,16.8,3159514.0,0.0,0.0
UNITED STATES OF AMERICA,26000.0,22.4,640575.0,357174.0,0.0
UNIVERISTY PARK INVESTMENTS L,27267.0,4.5,843760.0,0.0,0.0
UNIVERSITY CENTER LLC,119492.0,60.4,8811882.0,255355.0,0.0
UNIVERSITY HOLDINGS 1 LLC +UNIVERSITY HOLDINGS 2 LLC +ET AL,63837.0,61.3,1481193.0,1005410.0,0.0
UNIVERSITY HOUSE AT WALLINGFORD L L C,159507.0,151.5,4930524.0,2358515.0,0.0
UNIVERSITY OF HAWAII FOUNDATION,385048.0,1619.5,44400189.0,26048330.0,0.0
UNIVERSITY OF WASHINGTON,204339.0,474.0,18519585.0,7070186.0,0.0
UNIVERSITY OF WASHINGTON BOARD OF REGENTS,1503987.0,2617.7,58238064.0,2568662.0,26160690.0
UNIVERSITY PREPARATORY ACADEMY,31386.0,44.3,674908.0,767201.0,0.0
UNIVERSITY PROPERTY X LLC,33448.0,3.3,613492.0,0.0,0.0
UNIVERSITY SILVER CLOUD INN,81871.0,136.4,2463959.0,2321006.0,0.0
UNIVERSITY VILLAGE LIMITED PS,334176.0,1093.1000000000001,23150552.0,18265161.0,0.0
UPG STONE 34 PROPERTY OWNER LLC,126842.0,145.4,3547989.0,2382058.0,0.0
UPPER PINE LLC,20509.0,18.5,258316.0,322465.0,0.0
URG 960 REUBLICAN LLC,60375.0,284.7,7399744.0,4619191.0,0.0
URG OLYMPIC BUILDING LLC,103200.0,19.1,3588298.0,0.0,0.0
URG PARK PLACE LLC,353366.0,100.1,18827494.0,0.0,0.0
US ALLIANCE BROADSTONE NE SEATTLE LLC,25735.0,26.2,474357.0,446300.0,0.0
US REIF WESTHAVEN APARTMENTS WA LLC,155600.0,34.6,5223502.0,129433.0,0.0
US VI SENECA OFFICE LLC +NORTHWOOD INVESTORS LLC,87315.0,21.2,3987396.0,0.0,0.0
US VI SENECA TOWER LLC +NORTHWOOD INVESTORS LLC,438072.0,96.9,16166428.0,0.0,131634.0
US WEST COMMUNICATIONS INC,364887.0,464.40000000000003,11640940.0,236288.0,4697160.0
USPF LANE LP,112998.0,66.9,2156088.0,1044531.0,0.0
UV 316 ALASKAN LLC,22200.0,12.2,33790.0,226701.0,0.0
UV-2225 1ST AVE SOUTH LLC,26280.0,28.4,106886.0,523667.0,0.0
UW 20TH AVE LLC,20178.0,2.7,511974.0,0.0,0.0
VALI-HAI LIMITED PARTNERSHIP,43346.0,77.0,1843142.0,1264381.0,0.0
VALLEY CITIES COUNSELING & CONSULTATION,33332.0,161.3,741486.0,2962313.0,0.0
VALLEY VILLAGE MEDICAL CENTER LLC,21095.0,21.3,407884.0,359662.0,0.0
VALOR APARTMENT ASSOCIATES,20128.0,3.3,624662.0,0.0,0.0
VANCE HOTEL ASSOCIATES LIMITED PARTNERSHIP,61320.0,129.6,1177927.0,887059.0,917724.0
VBC MADISON LP,54770.0,41.9,642543.0,724315.0,0.0
VBGO 901 FIFTH SEA LLC,540589.0,291.8,35057891.0,0.0,1269177.0
VBGO DANFORTH LLC,448484.0,203.9,5620096.0,3277350.0,0.0
VERSAILLES APARTMENTS LLC THE,25129.0,36.7,700266.0,620010.0,0.0
VERVE KS LLC +VERVE RAY LLC,146203.0,25.6,3876571.0,94291.0,0.0
VESPER MINOR LLC,30560.0,10.4,1905557.0,5508.0,0.0
VIC AND JACK LLC,25375.0,8.4,1581785.0,0.0,0.0
VICEROY GLEN ARMS LLC,35123.0,64.2,321972.0,1176074.0,0.0
VIEW 222 APARTMENTS LLC,22852.0,31.6,776711.0,516889.0,0.0
VIKMIN PROPERTIES LLC,20688.0,70.5,204796.0,1307038.0,0.0
VIKTORIA SEATTLE LLC,194530.0,244.8,7667197.0,3840756.0,0.0
VILLA ACADEMY,97500.0,166.0,716706.0,3054419.0,0.0
VILLA ANDORA 1520 LLC,30420.0,5.1,965657.0,0.0,0.0
VILLA APPIA LLC,57731.0,10.9,1440130.0,60345.0,0.0
VILLAGE MANOR LLC,30834.0,3.7,695255.0,0.0,0.0
VINE COURT APARTMENTS LLC,34880.0,5.3,998525.0,0.0,0.0
